,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Dalton Hilliard,NOR,RB,25.0,16.0,16.0,1.0,1.0,35.0,0.0,344.0,1262.0,52.0,514.0,9.88,7.0,0.0,35.0,1.0,1.0,1262.0,13.0,344.0,514.0,5.0,329.0
1,Jerry Rice,SFO,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,33.0,82.0,1483.0,18.09,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,1483.0,17.0,335.6
2,Thurman Thomas,BUF,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,298.0,1244.0,60.0,669.0,11.15,7.0,0.0,0.0,0.0,0.0,1244.0,6.0,298.0,669.0,6.0,309.3
3,Neal Anderson,CHI,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,274.0,1275.0,50.0,434.0,8.68,5.0,0.0,0.0,0.0,0.0,1275.0,11.0,274.0,434.0,4.0,300.9
4,Barry Sanders,DET,RB,21.0,15.0,13.0,0.0,0.0,0.0,0.0,280.0,1470.0,24.0,282.0,11.75,10.0,0.0,0.0,0.0,0.0,1470.0,14.0,280.0,282.0,0.0,263.2
5,Don Majkowski,GNB,QB,25.0,16.0,16.0,353.0,599.0,4318.0,20.0,75.0,358.0,0.0,0.0,0.0,15.0,0.0,4318.0,27.0,599.0,358.0,5.0,75.0,0.0,0.0,276.52000000000004
6,Sterling Sharpe,GNB,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,25.0,90.0,1423.0,15.81,1.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,1423.0,12.0,304.8
7,Christian Okoye,KAN,RB,28.0,15.0,14.0,0.0,0.0,0.0,0.0,370.0,1480.0,2.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,1480.0,12.0,370.0,12.0,0.0,207.2
8,Ottis Anderson,NYG,RB,32.0,16.0,16.0,0.0,0.0,0.0,0.0,325.0,1023.0,28.0,268.0,9.57,2.0,0.0,0.0,0.0,0.0,1023.0,14.0,325.0,268.0,0.0,237.1
9,Greg Bell,RAM,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,272.0,1137.0,19.0,85.0,4.47,7.0,0.0,0.0,0.0,0.0,1137.0,15.0,272.0,85.0,0.0,217.2
10,Mark Carrier,TAM,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1422.0,16.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,9.0,280.2
11,James Brooks,CIN,RB,31.0,16.0,14.0,0.0,0.0,0.0,0.0,221.0,1239.0,37.0,306.0,8.27,9.0,0.0,0.0,0.0,0.0,1239.0,7.0,221.0,306.0,2.0,227.5
12,Randall Cunningham,PHI,QB,26.0,16.0,16.0,290.0,532.0,3400.0,15.0,104.0,621.0,0.0,0.0,0.0,17.0,0.0,3400.0,21.0,532.0,621.0,4.0,104.0,0.0,0.0,242.10000000000002
13,Rodney Holman,CIN,TE,29.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,736.0,14.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,9.0,177.6
14,Andre Reed,BUF,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,31.0,88.0,1312.0,14.91,4.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,1312.0,9.0,268.3
15,Eric Dickerson,IND,RB,29.0,15.0,14.0,0.0,0.0,0.0,0.0,314.0,1311.0,30.0,211.0,7.03,10.0,0.0,0.0,0.0,0.0,1311.0,7.0,314.0,211.0,1.0,210.2
16,Anthony Miller,SDG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,21.0,75.0,1252.0,16.69,1.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,1252.0,10.0,260.3
17,Henry Ellard,RAM,WR,28.0,14.0,12.0,0.0,0.0,0.0,0.0,2.0,10.0,70.0,1382.0,19.74,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1382.0,8.0,257.2
18,Joe Montana,SFO,QB,33.0,13.0,13.0,271.0,386.0,3521.0,8.0,49.0,227.0,0.0,0.0,0.0,9.0,0.0,3521.0,26.0,386.0,227.0,3.0,49.0,0.0,0.0,251.53999999999996
19,Roger Craig,SFO,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,271.0,1054.0,49.0,473.0,9.65,4.0,0.0,0.0,0.0,0.0,1054.0,6.0,271.0,473.0,1.0,235.7
20,Jim Everett,RAM,QB,26.0,16.0,16.0,304.0,518.0,4310.0,17.0,25.0,31.0,0.0,0.0,0.0,4.0,0.0,4310.0,29.0,518.0,31.0,1.0,25.0,0.0,0.0,255.5
