,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Walter Payton,CHI,RB,25.0,16.0,16.0,1.0,1.0,54.0,0.0,369.0,1610.0,31.0,313.0,10.1,7.0,0.0,54.0,1.0,1.0,1610.0,14.0,369.0,313.0,2.0,311.46
1,Earl Campbell,HOU,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,368.0,1697.0,16.0,94.0,5.88,8.0,0.0,0.0,0.0,0.0,1697.0,19.0,368.0,94.0,0.0,293.1
2,Wilbert Montgomery,PHI,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,338.0,1512.0,41.0,494.0,12.05,14.0,0.0,0.0,0.0,0.0,1512.0,9.0,338.0,494.0,5.0,297.6
3,Ottis Anderson,STL,RB,22.0,16.0,16.0,0.0,1.0,0.0,0.0,331.0,1605.0,41.0,308.0,7.51,10.0,0.0,0.0,0.0,1.0,1605.0,8.0,331.0,308.0,2.0,272.3
4,Mike Pruitt,CLE,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,264.0,1294.0,41.0,372.0,9.07,6.0,0.0,0.0,0.0,0.0,1294.0,9.0,264.0,372.0,2.0,261.6
5,Steve Largent,SEA,WR,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1237.0,18.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0,9.0,243.7
6,Stanley Morgan,NWE,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,39.0,44.0,1002.0,22.77,1.0,0.0,0.0,0.0,0.0,39.0,0.0,7.0,1002.0,12.0,218.1
7,Chuck Muncie,NOR,RB,26.0,16.0,15.0,1.0,2.0,40.0,0.0,238.0,1198.0,40.0,308.0,7.7,8.0,0.0,40.0,1.0,2.0,1198.0,11.0,238.0,308.0,0.0,246.2
8,Steve Grogan,NWE,QB,26.0,16.0,16.0,206.0,423.0,3286.0,20.0,64.0,368.0,0.0,0.0,0.0,12.0,0.0,3286.0,28.0,423.0,368.0,2.0,64.0,0.0,0.0,228.24
9,Franco Harris,PIT,RB,29.0,15.0,15.0,0.0,0.0,0.0,0.0,267.0,1186.0,36.0,291.0,8.08,11.0,0.0,0.0,0.0,0.0,1186.0,11.0,267.0,291.0,1.0,233.7
10,Sherman Smith,SEA,RB,25.0,16.0,15.0,1.0,1.0,11.0,0.0,194.0,775.0,48.0,499.0,10.4,1.0,0.0,11.0,0.0,1.0,775.0,11.0,194.0,499.0,4.0,263.84000000000003
11,Ahmad Rashad,MIN,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1156.0,14.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,9.0,245.6
12,Roger Staubach,DAL,QB,37.0,16.0,16.0,267.0,461.0,3586.0,11.0,37.0,172.0,0.0,0.0,0.0,8.0,0.0,3586.0,27.0,461.0,172.0,0.0,37.0,0.0,0.0,230.64
13,John Jefferson,SDG,WR,23.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1090.0,17.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,10.0,230.0
14,Tony Hill,DAL,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,2.0,18.0,60.0,1062.0,17.7,1.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1062.0,10.0,226.0
15,John Stallworth,PIT,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1183.0,16.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,8.0,228.3
16,Brian Sipe,CLE,QB,30.0,16.0,16.0,286.0,535.0,3793.0,26.0,45.0,178.0,0.0,0.0,0.0,10.0,0.0,3793.0,28.0,535.0,178.0,2.0,45.0,0.0,0.0,221.52000000000004
17,Ozzie Newsome,CLE,TE,23.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,55.0,781.0,14.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,781.0,9.0,187.7
18,Ricky Bell,TAM,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,283.0,1263.0,25.0,248.0,9.92,6.0,0.0,0.0,0.0,0.0,1263.0,7.0,283.0,248.0,2.0,218.1
19,John Riggins,WAS,RB,30.0,16.0,15.0,0.0,0.0,0.0,0.0,260.0,1153.0,28.0,163.0,5.82,5.0,0.0,0.0,0.0,0.0,1153.0,9.0,260.0,163.0,3.0,221.6
20,Joe Washington,BAL,RB,26.0,15.0,15.0,0.0,1.0,0.0,1.0,242.0,884.0,82.0,750.0,9.15,8.0,0.0,0.0,0.0,1.0,884.0,4.0,242.0,750.0,3.0,269.4
21,Wendell Tyler,RAM,RB,24.0,16.0,12.0,0.0,0.0,0.0,0.0,218.0,1109.0,32.0,308.0,9.63,9.0,0.0,0.0,0.0,0.0,1109.0,9.0,218.0,308.0,1.0,215.7
