,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Marcus Allen,RAI,RB,22.0,9.0,9.0,1.0,4.0,47.0,0.0,160.0,697.0,38.0,401.0,10.55,5.0,0.0,47.0,0.0,4.0,697.0,11.0,160.0,401.0,3.0,223.68
1,Wes Chandler,SDG,WR,26.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,32.0,49.0,1032.0,21.06,0.0,0.0,0.0,0.0,0.0,32.0,0.0,5.0,1032.0,9.0,209.39999999999998
2,Wendell Tyler,RAM,RB,27.0,9.0,9.0,0.0,0.0,0.0,0.0,137.0,564.0,38.0,375.0,9.87,10.0,0.0,0.0,0.0,0.0,564.0,9.0,137.0,375.0,4.0,189.9
3,William Andrews,ATL,RB,27.0,9.0,9.0,0.0,0.0,0.0,0.0,139.0,573.0,42.0,503.0,11.98,1.0,0.0,0.0,0.0,0.0,573.0,5.0,139.0,503.0,2.0,189.6
4,Dwight Clark,SFO,WR,25.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,913.0,15.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,5.0,179.3
5,Kellen Winslow,SDG,TE,25.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,721.0,13.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,721.0,6.0,160.1
6,Charlie Brown,WAS,WR,24.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,690.0,21.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,8.0,147.0
7,Chuck Muncie,SDG,RB,29.0,9.0,9.0,2.0,3.0,83.0,0.0,138.0,569.0,25.0,207.0,8.28,4.0,0.0,83.0,2.0,3.0,569.0,8.0,138.0,207.0,1.0,159.92
8,Joe Montana,SFO,QB,26.0,9.0,9.0,213.0,346.0,2613.0,11.0,30.0,118.0,0.0,0.0,0.0,4.0,0.0,2613.0,17.0,346.0,118.0,1.0,30.0,0.0,0.0,160.32
9,Dan Fouts,SDG,QB,31.0,9.0,9.0,204.0,330.0,2883.0,11.0,9.0,8.0,0.0,0.0,0.0,2.0,0.0,2883.0,17.0,330.0,8.0,1.0,9.0,0.0,0.0,164.12
