,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,DeAngelo Williams,CAR,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,273.0,1515.0,30.0,22.0,121.0,5.5,0.0,0.0,0.0,0.0,0.0,1515.0,18.0,273.0,121.0,2.0,305.6
1,Michael Turner,ATL,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,376.0,1699.0,9.0,6.0,41.0,6.83,3.0,2.0,0.0,0.0,0.0,1699.0,17.0,376.0,41.0,0.0,278.0
2,Adrian Peterson,MIN,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,363.0,1760.0,39.0,21.0,125.0,5.95,9.0,4.0,0.0,0.0,0.0,1760.0,10.0,363.0,125.0,0.0,261.5
3,Larry Fitzgerald,ARI,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,96.0,1431.0,14.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,12.0,311.1
4,Matt Forte,CHI,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,316.0,1238.0,76.0,63.0,477.0,7.57,1.0,1.0,0.0,0.0,0.0,1238.0,8.0,316.0,477.0,4.0,304.5
5,Thomas Jones,NYJ,RB,30.0,16.0,14.0,0.0,0.0,0.0,0.0,290.0,1312.0,42.0,36.0,207.0,5.75,2.0,1.0,0.0,0.0,0.0,1312.0,13.0,290.0,207.0,2.0,275.9
6,Tony Gonzalez,KAN,TE,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,96.0,1058.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,10.0,261.8
7,Andre Johnson,HOU,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,115.0,1575.0,13.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,8.0,318.5
8,Calvin Johnson,DET,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,-1.0,150.0,78.0,1331.0,17.06,3.0,2.0,0.0,0.0,0.0,-1.0,0.0,3.0,1331.0,12.0,279.0
9,Drew Brees,NOR,QB,29.0,16.0,16.0,413.0,635.0,5069.0,17.0,22.0,-1.0,0.0,0.0,0.0,0.0,6.0,1.0,5069.0,34.0,635.0,-1.0,0.0,22.0,0.0,0.0,302.65999999999997
10,Aaron Rodgers,GNB,QB,25.0,16.0,16.0,341.0,536.0,4038.0,13.0,56.0,207.0,0.0,0.0,0.0,0.0,10.0,4.0,4038.0,28.0,536.0,207.0,4.0,56.0,0.0,0.0,284.21999999999997
11,Steve Slaton,HOU,RB,22.0,16.0,15.0,0.0,0.0,0.0,0.0,268.0,1282.0,59.0,50.0,377.0,7.54,3.0,2.0,0.0,0.0,0.0,1282.0,9.0,268.0,377.0,1.0,271.9
12,LaDainian Tomlinson,SDG,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,292.0,1110.0,77.0,52.0,426.0,8.19,1.0,0.0,0.0,0.0,0.0,1110.0,11.0,292.0,426.0,1.0,277.6
13,Clinton Portis,WAS,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,342.0,1487.0,35.0,28.0,218.0,7.79,3.0,3.0,0.0,0.0,0.0,1487.0,9.0,342.0,218.0,0.0,246.5
14,Maurice Jones-Drew,JAX,RB,23.0,16.0,3.0,0.0,0.0,0.0,0.0,197.0,824.0,75.0,62.0,565.0,9.11,6.0,2.0,0.0,0.0,0.0,824.0,12.0,197.0,565.0,2.0,280.9
15,Brian Westbrook,PHI,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,233.0,936.0,74.0,54.0,402.0,7.44,2.0,1.0,0.0,0.0,0.0,936.0,9.0,233.0,402.0,5.0,269.8
16,Philip Rivers,SDG,QB,27.0,16.0,16.0,312.0,478.0,4009.0,11.0,31.0,84.0,0.0,0.0,0.0,0.0,8.0,4.0,4009.0,34.0,478.0,84.0,0.0,31.0,0.0,0.0,274.76
17,Greg Jennings,GNB,WR,25.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,80.0,1292.0,16.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,9.0,263.2
18,Steve Smith,CAR,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,40.0,129.0,78.0,1421.0,18.22,1.0,1.0,0.0,0.0,0.0,40.0,0.0,5.0,1421.0,6.0,258.1
19,Roddy White,ATL,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,2.0,4.0,148.0,88.0,1382.0,15.7,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1382.0,7.0,264.59999999999997
20,Jay Cutler,DEN,QB,25.0,16.0,16.0,384.0,616.0,4526.0,18.0,57.0,200.0,0.0,0.0,0.0,0.0,5.0,2.0,4526.0,25.0,616.0,200.0,2.0,57.0,0.0,0.0,273.03999999999996
21,Chris Johnson,TEN,RB,23.0,15.0,14.0,0.0,0.0,0.0,0.0,251.0,1228.0,62.0,43.0,260.0,6.05,1.0,1.0,0.0,0.0,0.0,1228.0,9.0,251.0,260.0,1.0,249.8
22,Anquan Boldin,ARI,WR,28.0,12.0,11.0,0.0,0.0,0.0,0.0,9.0,67.0,127.0,89.0,1038.0,11.66,4.0,3.0,0.0,0.0,0.0,67.0,0.0,9.0,1038.0,11.0,259.5
23,Kurt Warner,ARI,QB,37.0,16.0,16.0,401.0,598.0,4583.0,14.0,18.0,-2.0,0.0,0.0,0.0,0.0,11.0,7.0,4583.0,30.0,598.0,-2.0,0.0,18.0,0.0,0.0,261.12
24,Brandon Jacobs,NYG,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,219.0,1089.0,12.0,6.0,36.0,6.0,3.0,1.0,0.0,0.0,0.0,1089.0,15.0,219.0,36.0,0.0,206.5
25,Antonio Bryant,TAM,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,2.0,22.0,138.0,83.0,1248.0,15.04,1.0,1.0,0.0,0.0,0.0,22.0,0.0,2.0,1248.0,7.0,250.0
26,Terrell Owens,DAL,WR,35.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,33.0,140.0,69.0,1052.0,15.25,1.0,1.0,0.0,0.0,0.0,33.0,0.0,7.0,1052.0,10.0,235.5
27,Randy Moss,NWE,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,125.0,69.0,1008.0,14.61,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1008.0,11.0,231.8
28,Jason Witten,DAL,TE,26.0,16.0,16.0,1.0,1.0,42.0,0.0,0.0,0.0,121.0,81.0,952.0,11.75,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,952.0,4.0,201.88
29,Dallas Clark,IND,TE,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,77.0,848.0,11.01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,6.0,195.8
30,Brandon Marshall,DEN,WR,24.0,15.0,15.0,0.0,0.0,0.0,0.0,2.0,-4.0,181.0,104.0,1265.0,12.16,4.0,3.0,0.0,0.0,0.0,-4.0,0.0,2.0,1265.0,6.0,260.1
31,Antonio Gates,SDG,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,60.0,704.0,11.73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,8.0,176.4
32,Frank Gore,SFO,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,240.0,1036.0,66.0,43.0,373.0,8.67,6.0,2.0,0.0,0.0,0.0,1036.0,6.0,240.0,373.0,2.0,227.89999999999998
33,Vincent Jackson,SDG,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,69.0,101.0,59.0,1098.0,18.61,1.0,1.0,0.0,0.0,0.0,69.0,0.0,4.0,1098.0,7.0,215.70000000000002
34,Steven Jackson,STL,RB,25.0,12.0,11.0,0.0,0.0,0.0,0.0,253.0,1042.0,62.0,40.0,379.0,9.48,5.0,3.0,0.0,0.0,0.0,1042.0,7.0,253.0,379.0,1.0,224.10000000000002
35,Marshawn Lynch,BUF,RB,22.0,15.0,15.0,0.0,0.0,0.0,0.0,250.0,1036.0,67.0,47.0,300.0,6.38,2.0,1.0,0.0,0.0,0.0,1036.0,8.0,250.0,300.0,1.0,232.6
36,Peyton Manning,IND,QB,32.0,16.0,16.0,371.0,555.0,4002.0,12.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,4002.0,27.0,555.0,21.0,1.0,20.0,0.0,0.0,252.18000000000004
37,Marion Barber,DAL,RB,25.0,15.0,13.0,0.0,0.0,0.0,0.0,238.0,885.0,61.0,52.0,417.0,8.02,7.0,3.0,0.0,0.0,0.0,885.0,7.0,238.0,417.0,2.0,230.2
38,Reggie Wayne,IND,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,82.0,1145.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,6.0,232.5
39,Donovan McNabb,PHI,QB,32.0,16.0,16.0,345.0,571.0,3916.0,11.0,39.0,147.0,0.0,0.0,0.0,0.0,7.0,5.0,3916.0,23.0,571.0,147.0,2.0,39.0,0.0,0.0,243.33999999999997
40,Matt Cassel,NWE,QB,26.0,16.0,15.0,327.0,516.0,3693.0,11.0,73.0,270.0,0.0,0.0,0.0,0.0,7.0,4.0,3693.0,21.0,516.0,270.0,2.0,73.0,0.0,0.0,240.72
41,Ronnie Brown,MIA,RB,27.0,16.0,13.0,2.0,3.0,41.0,0.0,214.0,916.0,43.0,33.0,254.0,7.7,1.0,1.0,41.0,1.0,3.0,916.0,10.0,214.0,254.0,0.0,213.64
42,Lance Moore,NOR,WR,25.0,16.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,121.0,79.0,928.0,11.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,928.0,10.0,229.8
43,Hines Ward,PIT,WR,32.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,124.0,81.0,1043.0,12.88,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1043.0,7.0,227.70000000000002
44,Dwayne Bowe,KAN,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,86.0,1022.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,7.0,230.2
45,Visanthe Shiancoe,MIN,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,42.0,596.0,14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,7.0,143.6
46,Santana Moss,WAS,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,27.0,138.0,79.0,1044.0,13.22,1.0,1.0,0.0,0.0,0.0,27.0,0.0,1.0,1044.0,6.0,220.1
47,Kevin Smith,DET,RB,22.0,16.0,12.0,0.0,0.0,0.0,0.0,238.0,976.0,54.0,39.0,286.0,7.33,2.0,1.0,0.0,0.0,0.0,976.0,8.0,238.0,286.0,0.0,211.2
48,Bernard Berrian,MIN,WR,28.0,16.0,13.0,0.0,0.0,0.0,0.0,4.0,26.0,95.0,48.0,964.0,20.08,1.0,1.0,0.0,0.0,0.0,26.0,0.0,4.0,964.0,7.0,187.0
49,Eddie Royal,DEN,WR,22.0,15.0,15.0,0.0,1.0,0.0,0.0,11.0,109.0,129.0,91.0,980.0,10.77,2.0,1.0,0.0,0.0,1.0,109.0,0.0,11.0,980.0,5.0,227.9
50,Owen Daniels,HOU,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,70.0,862.0,12.31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,2.0,166.2
51,Kevin Walter,HOU,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,23.0,95.0,60.0,899.0,14.98,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,899.0,8.0,200.20000000000002
52,Wes Welker,NWE,WR,27.0,16.0,14.0,0.0,0.0,0.0,0.0,3.0,26.0,149.0,111.0,1165.0,10.5,1.0,1.0,0.0,0.0,0.0,26.0,0.0,3.0,1165.0,3.0,246.1
53,LenDale White,TEN,RB,24.0,16.0,2.0,0.0,0.0,0.0,0.0,200.0,773.0,10.0,5.0,16.0,3.2,1.0,1.0,0.0,0.0,0.0,773.0,15.0,200.0,16.0,0.0,171.89999999999998
54,Le'Ron McClain,BAL,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,232.0,902.0,30.0,19.0,123.0,6.47,4.0,0.0,0.0,0.0,0.0,902.0,10.0,232.0,123.0,1.0,187.5
55,Derrick Mason,BAL,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,121.0,80.0,1037.0,12.96,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1037.0,5.0,212.0
56,John Carlson,SEA,TE,24.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,55.0,627.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,5.0,147.7
57,Chris Cooley,WAS,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,83.0,849.0,10.23,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,1.0,169.9
58,Donald Driver,GNB,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,4.0,116.0,74.0,1012.0,13.68,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1012.0,5.0,205.6
59,Pierre Thomas,NOR,RB,24.0,15.0,5.0,0.0,0.0,0.0,0.0,129.0,625.0,41.0,31.0,284.0,9.16,1.0,1.0,0.0,0.0,0.0,625.0,9.0,129.0,284.0,3.0,191.9
60,Ryan Grant,GNB,RB,26.0,16.0,14.0,0.0,0.0,0.0,0.0,312.0,1203.0,22.0,18.0,116.0,6.44,4.0,3.0,0.0,0.0,0.0,1203.0,4.0,312.0,116.0,1.0,173.9
61,Anthony Fasano,MIA,TE,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,454.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,7.0,121.4
62,Greg Olsen,CHI,TE,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,54.0,574.0,10.63,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,5.0,137.4
63,Laveranues Coles,NYJ,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,9.0,116.0,70.0,850.0,12.14,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,850.0,7.0,197.9
64,Isaac Bruce,SFO,WR,36.0,16.0,15.0,0.0,1.0,0.0,0.0,1.0,-3.0,108.0,61.0,835.0,13.69,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,1.0,835.0,7.0,186.2
65,Tony Scheffler,DEN,TE,25.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,61.0,40.0,645.0,16.13,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,645.0,3.0,120.4
