,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,LaDainian Tomlinson,SDG,RB,27.0,16.0,16.0,2.0,3.0,20.0,0.0,348.0,1815.0,80.0,56.0,508.0,9.07,2.0,1.0,20.0,2.0,3.0,1815.0,28.0,348.0,508.0,3.0,481.1
1,Larry Johnson,KAN,RB,27.0,16.0,16.0,0.0,1.0,0.0,0.0,416.0,1789.0,66.0,41.0,410.0,10.0,2.0,2.0,0.0,0.0,1.0,1789.0,17.0,416.0,410.0,2.0,370.9
2,Steven Jackson,STL,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,346.0,1528.0,110.0,90.0,806.0,8.96,4.0,2.0,0.0,0.0,0.0,1528.0,13.0,346.0,806.0,3.0,415.4
3,Peyton Manning,IND,QB,30.0,16.0,16.0,362.0,557.0,4397.0,9.0,23.0,36.0,0.0,0.0,0.0,0.0,2.0,1.0,4397.0,31.0,557.0,36.0,4.0,23.0,0.0,0.0,307.48
4,Frank Gore,SFO,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,312.0,1695.0,86.0,61.0,485.0,7.95,6.0,5.0,0.0,0.0,0.0,1695.0,8.0,312.0,485.0,1.0,323.0
5,Willie Parker,PIT,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,337.0,1494.0,42.0,31.0,222.0,7.16,7.0,5.0,0.0,0.0,0.0,1494.0,13.0,337.0,222.0,3.0,288.6
6,Brian Westbrook,PHI,RB,27.0,15.0,14.0,0.0,0.0,0.0,0.0,240.0,1217.0,105.0,77.0,699.0,9.08,2.0,2.0,0.0,0.0,0.0,1217.0,7.0,240.0,699.0,4.0,330.6
7,Marvin Harrison,IND,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,95.0,1366.0,14.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0,12.0,301.6
8,Tiki Barber,NYG,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,327.0,1662.0,75.0,58.0,465.0,8.02,3.0,1.0,0.0,0.0,0.0,1662.0,5.0,327.0,465.0,0.0,298.7
9,Terrell Owens,DAL,WR,33.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,85.0,1180.0,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,13.0,281.0
10,Michael Vick,ATL,QB,26.0,16.0,16.0,204.0,388.0,2474.0,13.0,123.0,1039.0,1.0,1.0,1.0,1.0,9.0,3.0,2474.0,20.0,388.0,1039.0,2.0,123.0,1.0,0.0,263.96
11,Drew Brees,NOR,QB,27.0,16.0,16.0,356.0,554.0,4418.0,11.0,42.0,32.0,0.0,0.0,0.0,0.0,8.0,3.0,4418.0,26.0,554.0,32.0,0.0,42.0,0.0,0.0,255.92000000000002
12,Reggie Wayne,IND,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,86.0,1310.0,15.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,9.0,271.0
13,Maurice Jones-Drew,JAX,RB,21.0,16.0,1.0,0.0,0.0,0.0,0.0,166.0,941.0,62.0,46.0,436.0,9.48,1.0,1.0,0.0,0.0,0.0,941.0,13.0,166.0,436.0,2.0,271.7
14,Marc Bulger,STL,QB,29.0,16.0,16.0,370.0,588.0,4301.0,8.0,18.0,44.0,0.0,0.0,0.0,0.0,6.0,3.0,4301.0,24.0,588.0,44.0,0.0,18.0,0.0,0.0,250.43999999999994
15,Antonio Gates,SDG,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,71.0,924.0,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,9.0,217.4
16,Chad Johnson,CIN,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,24.0,152.0,87.0,1369.0,15.74,1.0,1.0,0.0,0.0,0.0,24.0,0.0,6.0,1369.0,7.0,266.29999999999995
17,Donald Driver,GNB,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,16.0,173.0,92.0,1295.0,14.08,1.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,1295.0,8.0,271.1
18,Torry Holt,STL,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,93.0,1188.0,12.77,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0,10.0,269.8
19,Lee Evans,BUF,WR,25.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,137.0,82.0,1292.0,15.76,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1292.0,8.0,257.2
20,Carson Palmer,CIN,QB,27.0,16.0,16.0,324.0,520.0,4035.0,13.0,26.0,37.0,0.0,0.0,0.0,0.0,15.0,7.0,4035.0,28.0,520.0,37.0,0.0,26.0,0.0,0.0,237.09999999999997
21,Reggie Bush,NOR,WR,21.0,16.0,8.0,0.0,1.0,0.0,1.0,155.0,565.0,121.0,88.0,742.0,8.43,2.0,2.0,0.0,0.0,1.0,565.0,6.0,155.0,742.0,2.0,260.7
22,Steve Smith,CAR,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,8.0,61.0,139.0,83.0,1166.0,14.05,2.0,0.0,0.0,0.0,0.0,61.0,1.0,8.0,1166.0,8.0,259.7
23,Javon Walker,DEN,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,123.0,126.0,69.0,1084.0,15.71,0.0,0.0,0.0,0.0,0.0,123.0,1.0,9.0,1084.0,8.0,243.70000000000002
24,Rudi Johnson,CIN,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,341.0,1309.0,31.0,23.0,124.0,5.39,6.0,2.0,0.0,0.0,0.0,1309.0,12.0,341.0,124.0,0.0,234.3
25,Roy Williams,DET,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,151.0,82.0,1310.0,15.98,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1310.0,7.0,251.2
26,T.J. Houshmandzadeh,CIN,WR,29.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,6.0,132.0,90.0,1081.0,12.01,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1081.0,9.0,252.7
27,Alge Crumpler,ATL,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,56.0,780.0,13.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,8.0,182.0
28,Jon Kitna,DET,QB,34.0,16.0,16.0,372.0,596.0,4208.0,22.0,34.0,156.0,0.0,0.0,0.0,0.0,11.0,9.0,4208.0,21.0,596.0,156.0,2.0,34.0,0.0,0.0,217.92
29,Plaxico Burress,NYG,WR,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,63.0,988.0,15.68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,10.0,219.8
30,Tony Gonzalez,KAN,TE,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,73.0,900.0,12.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,5.0,193.0
