,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Barry Sanders,DET,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,335.0,2053.0,50.0,33.0,305.0,9.24,3.0,2.0,0.0,0.0,0.0,2053.0,11.0,335.0,305.0,3.0,348.8
1,Terrell Davis,DEN,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,369.0,1750.0,58.0,42.0,287.0,6.83,4.0,0.0,0.0,0.0,0.0,1750.0,15.0,369.0,287.0,0.0,335.7
2,Dorsey Levens,GNB,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,329.0,1435.0,67.0,53.0,370.0,6.98,5.0,2.0,0.0,0.0,0.0,1435.0,7.0,329.0,370.0,5.0,301.5
3,Jerome Bettis,PIT,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,375.0,1665.0,24.0,15.0,110.0,7.33,6.0,5.0,0.0,0.0,0.0,1665.0,7.0,375.0,110.0,2.0,236.5
4,Brett Favre,GNB,QB,28.0,16.0,16.0,304.0,513.0,3867.0,16.0,58.0,187.0,0.0,0.0,0.0,0.0,7.0,4.0,3867.0,35.0,513.0,187.0,1.0,58.0,0.0,0.0,279.38
5,Rob Moore,ARI,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,97.0,1584.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,8.0,303.4
6,Kordell Stewart,PIT,QB,25.0,16.0,16.0,236.0,440.0,3020.0,17.0,88.0,476.0,0.0,0.0,0.0,0.0,6.0,4.0,3020.0,21.0,440.0,476.0,11.0,88.0,0.0,0.0,276.4
7,Napoleon Kaufman,OAK,RB,24.0,16.0,16.0,0.0,1.0,0.0,0.0,272.0,1294.0,50.0,40.0,403.0,10.08,7.0,4.0,0.0,0.0,1.0,1294.0,6.0,272.0,403.0,2.0,249.7
8,Antonio Freeman,GNB,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,14.0,137.0,81.0,1243.0,15.35,1.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,1243.0,12.0,276.7
9,Karim Abdul-Jabbar,MIA,RB,23.0,16.0,14.0,0.0,0.0,0.0,0.0,283.0,892.0,49.0,29.0,261.0,9.0,3.0,2.0,0.0,0.0,0.0,892.0,15.0,283.0,261.0,1.0,236.3
10,Rod Smith,DEN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,16.0,131.0,70.0,1180.0,16.86,3.0,1.0,0.0,0.0,0.0,16.0,0.0,5.0,1180.0,12.0,259.6
11,Cris Carter,MIN,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,89.0,1069.0,12.01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,13.0,271.9
12,Yancey Thigpen,PIT,WR,28.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,149.0,79.0,1398.0,17.7,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1398.0,7.0,261.1
13,Joey Galloway,SEA,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,72.0,147.0,72.0,1049.0,14.57,1.0,0.0,0.0,0.0,0.0,72.0,0.0,9.0,1049.0,12.0,256.1
14,Shannon Sharpe,DEN,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,72.0,1107.0,15.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,3.0,200.7
15,Jeff George,OAK,QB,30.0,16.0,16.0,290.0,521.0,3917.0,9.0,17.0,44.0,1.0,0.0,0.0,0.0,7.0,4.0,3917.0,29.0,521.0,44.0,0.0,17.0,0.0,0.0,251.07999999999998
16,Marshall Faulk,IND,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,264.0,1054.0,73.0,47.0,471.0,10.02,5.0,3.0,0.0,0.0,0.0,1054.0,7.0,264.0,471.0,1.0,241.5
17,John Elway,DEN,QB,37.0,16.0,16.0,280.0,502.0,3635.0,11.0,50.0,218.0,0.0,0.0,0.0,0.0,11.0,8.0,3635.0,27.0,502.0,218.0,1.0,50.0,0.0,0.0,243.20000000000005
18,Corey Dillon,CIN,RB,23.0,16.0,6.0,0.0,0.0,0.0,0.0,233.0,1129.0,33.0,27.0,259.0,9.59,1.0,0.0,0.0,0.0,0.0,1129.0,10.0,233.0,259.0,0.0,225.8
19,Herman Moore,DET,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,104.0,1293.0,12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.0,8.0,281.3
20,Ricky Watters,PHI,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,285.0,1110.0,73.0,48.0,440.0,9.17,3.0,2.0,0.0,0.0,0.0,1110.0,7.0,285.0,440.0,0.0,241.0
21,Ben Coates,NWE,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,66.0,737.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,8.0,187.7
22,Tim Brown,OAK,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,19.0,162.0,104.0,1408.0,13.54,1.0,1.0,0.0,0.0,0.0,19.0,0.0,5.0,1408.0,5.0,274.7
23,Steve McNair,TEN,QB,24.0,16.0,16.0,216.0,415.0,2665.0,13.0,101.0,674.0,0.0,0.0,0.0,0.0,16.0,5.0,2665.0,14.0,415.0,674.0,8.0,101.0,0.0,0.0,242.0
24,Rickey Dudley,OAK,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,48.0,787.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0,7.0,168.7
25,Jamal Anderson,ATL,RB,25.0,16.0,15.0,1.0,4.0,27.0,1.0,290.0,1002.0,37.0,29.0,284.0,9.79,4.0,2.0,27.0,1.0,4.0,1002.0,7.0,290.0,284.0,3.0,216.68
26,Michael Irvin,DAL,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,75.0,1180.0,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,9.0,247.0
27,Eddie George,TEN,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,357.0,1399.0,12.0,7.0,44.0,6.29,4.0,3.0,0.0,0.0,0.0,1399.0,6.0,357.0,44.0,1.0,187.3
28,Robert Smith,MIN,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,232.0,1266.0,44.0,37.0,197.0,5.32,0.0,0.0,0.0,0.0,0.0,1266.0,6.0,232.0,197.0,1.0,225.3
