,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Paul Warfield,MIA,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,9.0,115.0,43.0,996.0,23.16,3.0,0.0,0.0,0.0,0.0,115.0,0.0,9.0,996.0,11.0,214.1
1,Greg Landry,DET,QB,25.0,14.0,14.0,136.0,261.0,2237.0,13.0,76.0,530.0,0.0,0.0,0.0,5.0,0.0,2237.0,16.0,261.0,530.0,3.0,76.0,0.0,0.0,188.48000000000002
2,Otis Taylor,KAN,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,25.0,57.0,1110.0,19.47,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1110.0,7.0,218.5
3,Steve Owens,DET,RB,24.0,14.0,13.0,0.0,0.0,0.0,0.0,246.0,1035.0,32.0,350.0,10.94,5.0,0.0,0.0,0.0,0.0,1035.0,8.0,246.0,350.0,2.0,220.5
4,Fred Biletnikoff,OAK,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,929.0,15.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,9.0,205.9
5,Roger Staubach,DAL,QB,29.0,13.0,10.0,126.0,211.0,1882.0,4.0,41.0,343.0,0.0,0.0,0.0,6.0,0.0,1882.0,15.0,211.0,343.0,2.0,41.0,0.0,0.0,161.57999999999998
6,Randy Vataha,NWE,WR,23.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,872.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,9.0,192.2
7,John Hadl,SDG,QB,31.0,14.0,14.0,233.0,431.0,3075.0,25.0,18.0,75.0,0.0,0.0,0.0,4.0,0.0,3075.0,21.0,431.0,75.0,1.0,18.0,0.0,0.0,162.5
8,Leroy Kelly,CLE,RB,29.0,14.0,14.0,1.0,4.0,23.0,0.0,234.0,865.0,25.0,252.0,10.08,7.0,0.0,23.0,0.0,4.0,865.0,10.0,234.0,252.0,2.0,195.62
9,Bob Hayes,DAL,WR,29.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,18.0,35.0,840.0,24.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,840.0,8.0,168.8
