,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Chuck Foreman,MIN,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,278.0,1155.0,55.0,567.0,10.31,7.0,0.0,0.0,0.0,0.0,1155.0,13.0,278.0,567.0,1.0,297.2
1,Cliff Branch,OAK,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,46.0,1111.0,24.15,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,1111.0,12.0,230.29999999999998
2,Walter Payton,CHI,RB,22.0,14.0,14.0,0.0,0.0,0.0,0.0,311.0,1390.0,15.0,149.0,9.93,10.0,0.0,0.0,0.0,0.0,1390.0,13.0,311.0,149.0,0.0,226.9
3,O.J. Simpson,BUF,RB,29.0,14.0,13.0,0.0,0.0,0.0,0.0,290.0,1503.0,22.0,259.0,11.77,6.0,0.0,0.0,0.0,0.0,1503.0,8.0,290.0,259.0,1.0,240.20000000000002
4,Roger Carr,BAL,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1112.0,25.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,11.0,220.2
5,Bert Jones,BAL,QB,25.0,14.0,14.0,207.0,343.0,3104.0,9.0,38.0,214.0,0.0,0.0,0.0,4.0,0.0,3104.0,24.0,343.0,214.0,2.0,38.0,0.0,0.0,227.56
6,Lydell Mitchell,BAL,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,289.0,1200.0,60.0,555.0,9.25,4.0,0.0,0.0,0.0,0.0,1200.0,5.0,289.0,555.0,3.0,275.5
7,Lawrence McCutcheon,RAM,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,291.0,1168.0,28.0,305.0,10.89,10.0,0.0,0.0,0.0,0.0,1168.0,9.0,291.0,305.0,2.0,221.3
8,Franco Harris,PIT,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,289.0,1128.0,23.0,151.0,6.57,8.0,0.0,0.0,0.0,0.0,1128.0,14.0,289.0,151.0,0.0,218.9
9,Steve Grogan,NWE,QB,23.0,14.0,14.0,145.0,302.0,1903.0,20.0,60.0,397.0,0.0,0.0,0.0,6.0,0.0,1903.0,18.0,302.0,397.0,12.0,60.0,0.0,0.0,207.82
10,Delvin Williams,SFO,RB,25.0,13.0,13.0,1.0,1.0,18.0,0.0,248.0,1203.0,27.0,283.0,10.48,6.0,0.0,18.0,0.0,1.0,1203.0,7.0,248.0,283.0,2.0,218.32
