,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Jerry Rice,SFO,WR,24.0,16.0,15.0,1.0,2.0,16.0,0.0,10.0,72.0,86.0,1570.0,18.26,2.0,0.0,16.0,0.0,2.0,72.0,1.0,10.0,1570.0,15.0,342.84
1,Dan Marino,MIA,QB,25.0,16.0,16.0,378.0,623.0,4746.0,23.0,12.0,-3.0,0.0,0.0,0.0,8.0,0.0,4746.0,44.0,623.0,-3.0,0.0,12.0,0.0,0.0,303.54
2,Eric Dickerson,RAM,RB,26.0,16.0,16.0,1.0,1.0,15.0,0.0,404.0,1821.0,26.0,205.0,7.88,12.0,0.0,15.0,1.0,1.0,1821.0,11.0,404.0,205.0,0.0,275.2
3,Joe Morris,NYG,RB,26.0,15.0,15.0,0.0,0.0,0.0,0.0,341.0,1516.0,21.0,233.0,11.1,6.0,0.0,0.0,0.0,0.0,1516.0,14.0,341.0,233.0,1.0,273.9
4,Curt Warner,SEA,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,319.0,1481.0,41.0,342.0,8.34,6.0,0.0,0.0,0.0,0.0,1481.0,13.0,319.0,342.0,0.0,289.3
5,Stanley Morgan,NWE,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1491.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.0,10.0,293.1
6,Todd Christensen,RAI,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1153.0,12.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,8.0,256.3
7,Herschel Walker,DAL,RB,24.0,16.0,9.0,0.0,0.0,0.0,0.0,151.0,737.0,76.0,837.0,11.01,5.0,0.0,0.0,0.0,0.0,737.0,12.0,151.0,837.0,2.0,307.4
8,Walter Payton,CHI,RB,32.0,16.0,16.0,0.0,4.0,0.0,1.0,321.0,1333.0,37.0,382.0,10.32,6.0,0.0,0.0,0.0,4.0,1333.0,8.0,321.0,382.0,3.0,260.5
9,Mark Duper,MIA,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-10.0,67.0,1313.0,19.6,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,1313.0,11.0,263.3
10,James Brooks,CIN,RB,28.0,16.0,16.0,0.0,1.0,0.0,0.0,205.0,1087.0,54.0,686.0,12.7,2.0,0.0,0.0,0.0,1.0,1087.0,5.0,205.0,686.0,4.0,281.3
11,George Rogers,WAS,RB,28.0,15.0,15.0,0.0,0.0,0.0,0.0,303.0,1203.0,3.0,24.0,8.0,7.0,0.0,0.0,0.0,0.0,1203.0,18.0,303.0,24.0,0.0,219.7
12,Mark Clayton,MIA,WR,25.0,15.0,14.0,0.0,0.0,0.0,0.0,2.0,33.0,60.0,1150.0,19.17,1.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,1150.0,10.0,236.3
