,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Chris Johnson,TEN,RB,24.0,16.0,16.0,0.0,1.0,0.0,0.0,358.0,2006.0,71.0,50.0,503.0,10.06,3.0,3.0,0.0,0.0,1.0,2006.0,14.0,358.0,503.0,2.0,390.9
1,Adrian Peterson,MIN,RB,24.0,16.0,15.0,0.0,0.0,0.0,0.0,314.0,1383.0,57.0,43.0,436.0,10.14,7.0,6.0,0.0,0.0,0.0,1383.0,18.0,314.0,436.0,0.0,320.9
2,Maurice Jones-Drew,JAX,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,312.0,1391.0,71.0,53.0,374.0,7.06,2.0,1.0,0.0,0.0,0.0,1391.0,15.0,312.0,374.0,1.0,323.5
3,Aaron Rodgers,GNB,QB,26.0,16.0,16.0,350.0,541.0,4434.0,7.0,58.0,316.0,0.0,0.0,0.0,0.0,10.0,4.0,4434.0,30.0,541.0,316.0,5.0,58.0,0.0,0.0,336.96000000000004
4,Ray Rice,BAL,RB,22.0,16.0,15.0,0.0,1.0,0.0,0.0,254.0,1339.0,101.0,78.0,702.0,9.0,3.0,2.0,0.0,0.0,1.0,1339.0,7.0,254.0,702.0,1.0,326.1
5,Andre Johnson,HOU,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,171.0,101.0,1569.0,15.53,1.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1569.0,9.0,312.9
6,Randy Moss,NWE,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,83.0,1264.0,15.23,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,13.0,285.4
7,Frank Gore,SFO,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,229.0,1120.0,75.0,52.0,406.0,7.81,4.0,2.0,0.0,0.0,0.0,1120.0,10.0,229.0,406.0,3.0,278.6
8,Thomas Jones,NYJ,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,331.0,1402.0,18.0,10.0,58.0,5.8,2.0,0.0,0.0,0.0,0.0,1402.0,14.0,331.0,58.0,0.0,240.0
9,Miles Austin,DAL,WR,25.0,16.0,9.0,0.0,0.0,0.0,0.0,2.0,-2.0,124.0,81.0,1320.0,16.3,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,1320.0,11.0,278.8
10,Vernon Davis,SFO,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,78.0,965.0,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,13.0,252.5
11,DeSean Jackson,PHI,WR,23.0,15.0,15.0,0.0,0.0,0.0,0.0,11.0,137.0,117.0,62.0,1156.0,18.65,3.0,1.0,0.0,0.0,0.0,137.0,1.0,11.0,1156.0,9.0,249.29999999999998
12,Dallas Clark,IND,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,11.0,133.0,100.0,1106.0,11.06,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1106.0,10.0,271.70000000000005
13,Larry Fitzgerald,ARI,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,97.0,1092.0,11.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,13.0,284.2
14,Drew Brees,NOR,QB,30.0,15.0,15.0,363.0,514.0,4388.0,11.0,22.0,33.0,1.0,1.0,-4.0,-4.0,10.0,6.0,4388.0,34.0,514.0,33.0,2.0,22.0,-4.0,0.0,293.42
