,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Priest Holmes,KAN,RB,30.0,16.0,16.0,0.0,1.0,0.0,0.0,320.0,1420.0,90.0,74.0,690.0,9.32,1.0,1.0,0.0,0.0,1.0,1420.0,27.0,320.0,690.0,0.0,445.0
1,Ahman Green,GNB,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,355.0,1883.0,60.0,50.0,367.0,7.34,7.0,5.0,0.0,0.0,0.0,1883.0,15.0,355.0,367.0,5.0,385.0
2,LaDainian Tomlinson,SDG,RB,24.0,16.0,16.0,1.0,1.0,21.0,0.0,313.0,1645.0,137.0,100.0,725.0,7.25,2.0,0.0,21.0,1.0,1.0,1645.0,13.0,313.0,725.0,4.0,443.84000000000003
3,Jamal Lewis,BAL,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,387.0,2066.0,38.0,26.0,205.0,7.88,8.0,6.0,0.0,0.0,0.0,2066.0,14.0,387.0,205.0,0.0,325.1
4,Randy Moss,MIN,WR,26.0,16.0,16.0,0.0,1.0,0.0,0.0,6.0,18.0,172.0,111.0,1632.0,14.7,1.0,1.0,0.0,0.0,1.0,18.0,0.0,6.0,1632.0,17.0,376.0
5,Torry Holt,STL,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,183.0,117.0,1696.0,14.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1696.0,12.0,359.1
6,Clinton Portis,DEN,RB,22.0,13.0,13.0,0.0,0.0,0.0,0.0,290.0,1591.0,51.0,38.0,314.0,8.26,3.0,1.0,0.0,0.0,0.0,1591.0,14.0,290.0,314.0,0.0,310.5
7,Shaun Alexander,SEA,RB,26.0,16.0,15.0,0.0,0.0,0.0,0.0,326.0,1435.0,59.0,42.0,295.0,7.02,4.0,3.0,0.0,0.0,0.0,1435.0,14.0,326.0,295.0,2.0,305.0
8,Deuce McAllister,NOR,RB,25.0,16.0,16.0,0.0,2.0,0.0,0.0,351.0,1641.0,87.0,69.0,516.0,7.48,6.0,3.0,0.0,0.0,2.0,1641.0,8.0,351.0,516.0,0.0,326.7
9,Fred Taylor,JAX,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,345.0,1572.0,74.0,48.0,370.0,7.71,6.0,4.0,0.0,0.0,0.0,1572.0,6.0,345.0,370.0,1.0,276.2
10,Chad Johnson,CIN,WR,25.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,90.0,1355.0,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,10.0,285.5
11,Ricky Williams,MIA,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,392.0,1372.0,62.0,50.0,351.0,7.02,7.0,5.0,0.0,0.0,0.0,1372.0,9.0,392.0,351.0,1.0,272.29999999999995
12,Tony Gonzalez,KAN,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,71.0,916.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,10.0,222.6
13,Anquan Boldin,ARI,WR,23.0,16.0,16.0,0.0,1.0,0.0,1.0,5.0,40.0,165.0,101.0,1377.0,13.63,3.0,3.0,0.0,0.0,1.0,40.0,0.0,5.0,1377.0,8.0,282.7
14,Marvin Harrison,IND,WR,31.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,142.0,94.0,1272.0,13.53,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1272.0,10.0,279.5
15,Edgerrin James,IND,RB,25.0,13.0,13.0,0.0,0.0,0.0,0.0,310.0,1259.0,71.0,51.0,292.0,5.73,5.0,3.0,0.0,0.0,0.0,1259.0,11.0,310.0,292.0,0.0,266.1
16,Hines Ward,PIT,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,11.0,61.0,156.0,95.0,1163.0,12.24,0.0,0.0,0.0,0.0,0.0,61.0,0.0,11.0,1163.0,10.0,277.40000000000003
17,Derrick Mason,TEN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,11.0,133.0,95.0,1303.0,13.72,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1303.0,8.0,274.40000000000003
18,Travis Henry,BUF,RB,25.0,15.0,15.0,0.0,1.0,0.0,1.0,331.0,1356.0,40.0,28.0,158.0,5.64,7.0,3.0,0.0,0.0,1.0,1356.0,10.0,331.0,158.0,1.0,237.39999999999998
19,Santana Moss,NYJ,WR,24.0,16.0,12.0,0.0,0.0,0.0,0.0,10.0,67.0,117.0,74.0,1105.0,14.93,4.0,2.0,0.0,0.0,0.0,67.0,0.0,10.0,1105.0,10.0,247.2
20,Stephen Davis,CAR,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,318.0,1444.0,17.0,14.0,159.0,11.36,3.0,3.0,0.0,0.0,0.0,1444.0,8.0,318.0,159.0,0.0,216.3
21,Darrell Jackson,SEA,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,68.0,1137.0,16.72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,9.0,233.7
22,Daunte Culpepper,MIN,QB,26.0,14.0,14.0,295.0,454.0,3479.0,11.0,73.0,422.0,0.0,0.0,0.0,0.0,16.0,6.0,3479.0,25.0,454.0,422.0,4.0,73.0,0.0,0.0,271.36
23,Keenan McCardell,TAM,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,84.0,1174.0,13.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,8.0,247.4
24,Chris Chambers,MIA,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,30.0,130.0,64.0,963.0,15.05,1.0,1.0,0.0,0.0,0.0,30.0,0.0,4.0,963.0,11.0,227.3
