,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Ron Johnson,NYG,RB,25.0,14.0,14.0,0.0,1.0,0.0,0.0,298.0,1182.0,45.0,451.0,10.02,3.0,0.0,0.0,0.0,1.0,1182.0,9.0,298.0,451.0,5.0,286.3
1,Larry Brown,WAS,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,285.0,1216.0,32.0,473.0,14.78,9.0,0.0,0.0,0.0,0.0,1216.0,8.0,285.0,473.0,4.0,254.89999999999998
2,Greg Landry,DET,QB,26.0,14.0,14.0,134.0,268.0,2066.0,17.0,81.0,524.0,0.0,0.0,0.0,3.0,0.0,2066.0,18.0,268.0,524.0,9.0,81.0,0.0,0.0,221.04
3,Gene Washington,SFO,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,918.0,19.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,12.0,209.8
4,Rich Caster,NYJ,TE,24.0,14.0,13.0,0.0,0.0,0.0,0.0,2.0,6.0,39.0,833.0,21.36,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,833.0,10.0,182.9
5,Bobby Douglass,CHI,QB,25.0,14.0,14.0,75.0,198.0,1246.0,12.0,141.0,968.0,0.0,0.0,0.0,9.0,0.0,1246.0,9.0,198.0,968.0,8.0,141.0,0.0,0.0,188.64
6,John Gilliam,MIN,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,8.0,14.0,47.0,1035.0,22.02,2.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,1035.0,7.0,189.9
7,Floyd Little,DEN,RB,30.0,14.0,14.0,2.0,2.0,43.0,0.0,216.0,859.0,28.0,367.0,13.11,4.0,0.0,43.0,1.0,2.0,859.0,9.0,216.0,367.0,4.0,226.32
8,Ted Kwalick,SFO,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,11.0,40.0,751.0,18.78,2.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,751.0,9.0,166.2
9,Calvin Hill,DAL,RB,25.0,14.0,14.0,1.0,3.0,55.0,0.0,245.0,1036.0,43.0,364.0,8.47,7.0,0.0,55.0,1.0,3.0,1036.0,6.0,245.0,364.0,3.0,229.2
10,Art Malone,ATL,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,180.0,798.0,50.0,585.0,11.7,10.0,0.0,0.0,0.0,0.0,798.0,8.0,180.0,585.0,2.0,228.3
11,Harold Jackson,PHI,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,9.0,76.0,62.0,1048.0,16.9,2.0,0.0,0.0,0.0,0.0,76.0,0.0,9.0,1048.0,4.0,194.4
12,Archie Manning,NOR,QB,23.0,14.0,14.0,230.0,448.0,2781.0,21.0,63.0,351.0,0.0,0.0,0.0,9.0,0.0,2781.0,18.0,448.0,351.0,2.0,63.0,0.0,0.0,170.34
13,Franco Harris,PIT,RB,22.0,14.0,10.0,0.0,0.0,0.0,0.0,188.0,1055.0,21.0,180.0,8.57,7.0,0.0,0.0,0.0,0.0,1055.0,10.0,188.0,180.0,1.0,196.5
14,O.J. Simpson,BUF,RB,25.0,14.0,14.0,5.0,8.0,113.0,0.0,292.0,1251.0,27.0,198.0,7.33,8.0,0.0,113.0,1.0,8.0,1251.0,6.0,292.0,198.0,0.0,200.42
15,Mercury Morris,MIA,RB,25.0,14.0,11.0,0.0,0.0,0.0,0.0,190.0,1000.0,15.0,168.0,11.2,8.0,0.0,0.0,0.0,0.0,1000.0,12.0,190.0,168.0,0.0,187.8
16,Fred Biletnikoff+,OAK,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,802.0,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,7.0,180.2
17,John Brockington,GNB,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,274.0,1027.0,19.0,243.0,12.79,4.0,0.0,0.0,0.0,0.0,1027.0,8.0,274.0,243.0,1.0,192.0
18,Otis Taylor,KAN,WR,30.0,14.0,12.0,0.0,0.0,0.0,0.0,5.0,13.0,57.0,821.0,14.4,2.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,821.0,6.0,172.4
19,Terry Bradshaw,PIT,QB,24.0,14.0,14.0,147.0,308.0,1887.0,12.0,58.0,346.0,0.0,0.0,0.0,4.0,0.0,1887.0,12.0,308.0,346.0,7.0,58.0,0.0,0.0,168.08
20,Bob Tucker,NYG,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,6.0,55.0,764.0,13.89,4.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,764.0,4.0,154.0
21,Walt Garrison,DAL,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,167.0,784.0,37.0,390.0,10.54,6.0,0.0,0.0,0.0,0.0,784.0,7.0,167.0,390.0,3.0,202.4
22,Raymond Chester,OAK,TE,24.0,13.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,34.0,576.0,16.94,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,576.0,8.0,139.9
23,Gary Garrison,SDG,WR,28.0,14.0,13.0,0.0,0.0,0.0,0.0,2.0,-6.0,52.0,744.0,14.31,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,2.0,744.0,7.0,167.8
24,Charley Taylor,WAS,WR,31.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,39.0,49.0,673.0,13.73,1.0,0.0,0.0,0.0,0.0,39.0,0.0,3.0,673.0,7.0,160.20000000000002
25,Frank Pitts,CLE,WR,29.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,29.0,36.0,620.0,17.22,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,620.0,8.0,148.9
26,Fran Tarkenton,MIN,QB,32.0,14.0,14.0,215.0,378.0,2651.0,13.0,27.0,180.0,0.0,0.0,0.0,3.0,0.0,2651.0,18.0,378.0,180.0,0.0,27.0,0.0,0.0,164.04000000000002
27,Mike Garrett,SDG,RB,28.0,14.0,14.0,0.0,1.0,0.0,0.0,272.0,1031.0,31.0,245.0,7.9,8.0,0.0,0.0,0.0,1.0,1031.0,6.0,272.0,245.0,1.0,184.6
28,Danny Abramowicz,NOR,WR,27.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,668.0,17.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,7.0,144.8
29,J.D. Hill,BUF,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,11.0,52.0,754.0,14.5,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,754.0,5.0,156.5
30,Dave Hampton,ATL,RB,25.0,13.0,11.0,0.0,0.0,0.0,0.0,230.0,995.0,23.0,244.0,10.61,9.0,0.0,0.0,0.0,0.0,995.0,6.0,230.0,244.0,1.0,170.9
31,Cid Edwards,SDG,RB,29.0,12.0,12.0,0.0,0.0,0.0,0.0,157.0,679.0,40.0,557.0,13.93,4.0,0.0,0.0,0.0,0.0,679.0,5.0,157.0,557.0,2.0,197.60000000000002
32,John Riggins,NYJ,RB,23.0,12.0,11.0,0.0,0.0,0.0,0.0,207.0,944.0,21.0,230.0,10.95,2.0,0.0,0.0,0.0,0.0,944.0,7.0,207.0,230.0,1.0,182.4
33,Charlie Smith,OAK,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,170.0,686.0,28.0,353.0,12.61,2.0,0.0,0.0,0.0,0.0,686.0,8.0,170.0,353.0,2.0,187.89999999999998
34,Dave Parks,NOR,TE,31.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,-7.0,32.0,542.0,16.94,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,1.0,542.0,6.0,121.5
35,Essex Johnson,CIN,RB,26.0,14.0,11.0,0.0,0.0,0.0,0.0,212.0,825.0,29.0,420.0,14.48,4.0,0.0,0.0,0.0,0.0,825.0,4.0,212.0,420.0,2.0,181.5
36,Sam Havrilak,BAL,WR,25.0,14.0,14.0,0.0,1.0,0.0,0.0,12.0,72.0,33.0,571.0,17.3,0.0,0.0,0.0,0.0,1.0,72.0,2.0,12.0,571.0,4.0,133.3
37,Mike Phipps,CLE,QB,25.0,14.0,13.0,144.0,305.0,1994.0,16.0,60.0,256.0,0.0,0.0,0.0,8.0,0.0,1994.0,13.0,305.0,256.0,5.0,60.0,0.0,0.0,139.35999999999999
38,Chip Myers,CIN,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,792.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,3.0,154.2
39,Ron Sellers,DAL,WR,25.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,653.0,21.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,5.0,124.3
40,Emerson Boozer,NYJ,RB,29.0,11.0,10.0,0.0,0.0,0.0,0.0,120.0,549.0,11.0,142.0,12.91,3.0,0.0,0.0,0.0,0.0,549.0,11.0,120.0,142.0,3.0,158.1
41,Larry Csonka,MIA,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,213.0,1117.0,5.0,48.0,9.6,2.0,0.0,0.0,0.0,0.0,1117.0,6.0,213.0,48.0,0.0,153.5
42,Joe Namath,NYJ,QB,29.0,13.0,13.0,162.0,324.0,2816.0,21.0,6.0,8.0,0.0,0.0,0.0,3.0,0.0,2816.0,19.0,324.0,8.0,0.0,6.0,0.0,0.0,141.44
43,Jerry Smith,WAS,TE,29.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,9.0,21.0,353.0,16.81,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,353.0,7.0,99.2
