,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,David Johnson,ARI,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,293.0,1239.0,120.0,80.0,879.0,10.99,5.0,3.0,0.0,0.0,0.0,1239.0,16.0,293.0,879.0,4.0,405.8
1,Ezekiel Elliott,DAL,RB,21.0,15.0,15.0,0.0,0.0,0.0,0.0,322.0,1631.0,39.0,32.0,363.0,11.34,5.0,1.0,0.0,0.0,0.0,1631.0,15.0,322.0,363.0,1.0,325.4
2,LeSean McCoy,BUF,RB,28.0,15.0,15.0,0.0,0.0,0.0,0.0,234.0,1267.0,57.0,50.0,356.0,7.12,3.0,0.0,0.0,0.0,0.0,1267.0,13.0,234.0,356.0,1.0,296.3
3,Aaron Rodgers,GNB,QB,33.0,16.0,16.0,401.0,610.0,4428.0,7.0,67.0,369.0,0.0,0.0,0.0,0.0,8.0,4.0,4428.0,40.0,610.0,369.0,4.0,67.0,0.0,0.0,376.02
4,DeMarco Murray,TEN,RB,28.0,16.0,16.0,1.0,2.0,10.0,0.0,293.0,1287.0,67.0,53.0,377.0,7.11,3.0,1.0,10.0,1.0,2.0,1287.0,9.0,293.0,377.0,3.0,293.79999999999995
5,Le'Veon Bell,PIT,RB,24.0,12.0,12.0,0.0,1.0,0.0,0.0,261.0,1268.0,94.0,75.0,616.0,8.21,4.0,1.0,0.0,0.0,1.0,1268.0,7.0,261.0,616.0,2.0,315.4
6,Devonta Freeman,ATL,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,227.0,1079.0,65.0,54.0,462.0,8.56,1.0,1.0,0.0,0.0,0.0,1079.0,11.0,227.0,462.0,2.0,284.1
7,LeGarrette Blount,NWE,RB,30.0,16.0,8.0,0.0,0.0,0.0,0.0,299.0,1161.0,8.0,7.0,38.0,5.43,2.0,1.0,0.0,0.0,0.0,1161.0,18.0,299.0,38.0,0.0,232.89999999999998
8,Matt Ryan,ATL,QB,31.0,16.0,16.0,373.0,534.0,4944.0,7.0,35.0,117.0,0.0,0.0,0.0,0.0,4.0,2.0,4944.0,38.0,534.0,117.0,0.0,35.0,0.0,0.0,343.46
9,Mike Evans,TAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,96.0,1321.0,13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,12.0,300.1
10,Jordy Nelson,GNB,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,97.0,1257.0,12.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,14.0,304.7
11,Antonio Brown,PIT,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,3.0,9.0,154.0,106.0,1284.0,12.11,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1284.0,12.0,307.29999999999995
12,Melvin Gordon,SDG,RB,23.0,13.0,11.0,0.0,0.0,0.0,0.0,254.0,997.0,57.0,41.0,419.0,10.22,2.0,2.0,0.0,0.0,0.0,997.0,10.0,254.0,419.0,2.0,250.60000000000002
13,Jordan Howard,CHI,RB,22.0,15.0,13.0,0.0,0.0,0.0,0.0,252.0,1313.0,50.0,29.0,298.0,10.28,2.0,1.0,0.0,0.0,0.0,1313.0,6.0,252.0,298.0,1.0,230.10000000000002
14,Odell Beckham,NYG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,9.0,169.0,101.0,1367.0,13.53,3.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1367.0,10.0,296.59999999999997
15,Drew Brees,NOR,QB,37.0,16.0,16.0,471.0,673.0,5208.0,15.0,23.0,20.0,0.0,0.0,0.0,0.0,5.0,4.0,5208.0,37.0,673.0,20.0,2.0,23.0,0.0,0.0,332.32
16,Mark Ingram,NOR,RB,27.0,16.0,14.0,0.0,0.0,0.0,0.0,205.0,1043.0,58.0,46.0,319.0,6.93,2.0,2.0,0.0,0.0,0.0,1043.0,6.0,205.0,319.0,4.0,238.2
17,T.Y. Hilton,IND,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,91.0,1448.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,6.0,271.8
18,Jay Ajayi,MIA,RB,23.0,15.0,12.0,0.0,0.0,0.0,0.0,260.0,1272.0,35.0,27.0,151.0,5.59,4.0,1.0,0.0,0.0,0.0,1272.0,8.0,260.0,151.0,0.0,215.3
19,Julio Jones,ATL,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,83.0,1409.0,16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,6.0,259.9
20,Travis Kelce,KAN,TE,27.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,-5.0,117.0,85.0,1125.0,13.24,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,1125.0,4.0,221.0
21,Davante Adams,GNB,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,75.0,997.0,13.29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,12.0,244.7
22,Frank Gore,IND,RB,33.0,16.0,16.0,0.0,0.0,0.0,0.0,263.0,1025.0,47.0,38.0,277.0,7.29,2.0,1.0,0.0,0.0,0.0,1025.0,4.0,263.0,277.0,4.0,214.2
23,Latavius Murray,OAK,RB,26.0,14.0,12.0,0.0,0.0,0.0,0.0,195.0,788.0,43.0,33.0,264.0,8.0,2.0,1.0,0.0,0.0,0.0,788.0,12.0,195.0,264.0,0.0,208.2
24,Brandin Cooks,NOR,WR,23.0,16.0,12.0,0.0,0.0,0.0,0.0,6.0,30.0,117.0,78.0,1173.0,15.04,1.0,0.0,0.0,0.0,0.0,30.0,0.0,6.0,1173.0,8.0,246.3
25,Greg Olsen,CAR,TE,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,80.0,1073.0,13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,3.0,205.3
26,Andrew Luck,IND,QB,27.0,15.0,15.0,346.0,545.0,4240.0,13.0,64.0,341.0,0.0,0.0,0.0,0.0,6.0,5.0,4240.0,31.0,545.0,341.0,2.0,64.0,0.0,0.0,303.70000000000005
27,Kyle Rudolph,MIN,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,83.0,840.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,7.0,209.0
28,Kirk Cousins,WAS,QB,28.0,16.0,16.0,406.0,606.0,4917.0,12.0,34.0,96.0,0.0,0.0,0.0,0.0,9.0,3.0,4917.0,25.0,606.0,96.0,4.0,34.0,0.0,0.0,300.28000000000003
29,Michael Thomas,NOR,WR,23.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,92.0,1137.0,12.36,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,9.0,255.7
30,Doug Baldwin,SEA,WR,28.0,16.0,15.0,1.0,1.0,15.0,0.0,3.0,2.0,125.0,94.0,1128.0,12.0,1.0,0.0,15.0,1.0,1.0,2.0,0.0,3.0,1128.0,7.0,253.59999999999997
31,Jimmy Graham,SEA,TE,30.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,65.0,923.0,14.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,923.0,6.0,189.3
32,Delanie Walker,TEN,TE,32.0,15.0,10.0,0.0,0.0,0.0,0.0,2.0,11.0,102.0,65.0,800.0,12.31,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,800.0,7.0,188.1
33,Isaiah Crowell,CLE,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,198.0,952.0,53.0,40.0,319.0,7.98,2.0,2.0,0.0,0.0,0.0,952.0,7.0,198.0,319.0,0.0,205.10000000000002
34,Carlos Hyde,SFO,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,217.0,988.0,33.0,27.0,163.0,6.04,5.0,3.0,0.0,0.0,0.0,988.0,6.0,217.0,163.0,3.0,190.1
35,Spencer Ware,KAN,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,214.0,921.0,42.0,33.0,447.0,13.55,4.0,3.0,0.0,0.0,0.0,921.0,3.0,214.0,447.0,2.0,193.8
36,Lamar Miller,HOU,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,268.0,1073.0,39.0,31.0,188.0,6.06,2.0,1.0,0.0,0.0,0.0,1073.0,5.0,268.0,188.0,1.0,191.1
37,Tevin Coleman,ATL,RB,23.0,13.0,0.0,0.0,0.0,0.0,0.0,118.0,520.0,40.0,31.0,421.0,13.58,1.0,0.0,0.0,0.0,0.0,520.0,8.0,118.0,421.0,3.0,191.1
38,Michael Crabtree,OAK,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,89.0,1003.0,11.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,8.0,237.3
39,Amari Cooper,OAK,WR,22.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,83.0,1153.0,13.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1153.0,5.0,228.3
40,Dak Prescott,DAL,QB,23.0,16.0,16.0,311.0,459.0,3667.0,4.0,57.0,282.0,0.0,0.0,0.0,0.0,9.0,4.0,3667.0,23.0,459.0,282.0,6.0,57.0,0.0,0.0,286.88
