,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Brett Favre,GNB,QB,27.0,16.0,16.0,325.0,543.0,3899.0,13.0,49.0,136.0,0.0,0.0,0.0,0.0,11.0,4.0,3899.0,39.0,543.0,136.0,2.0,49.0,0.0,0.0,303.56000000000006
1,Terry Allen,WAS,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,347.0,1353.0,42.0,32.0,194.0,6.06,4.0,2.0,0.0,0.0,0.0,1353.0,21.0,347.0,194.0,0.0,308.70000000000005
2,Terrell Davis,DEN,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,345.0,1538.0,52.0,36.0,310.0,8.61,5.0,3.0,0.0,0.0,0.0,1538.0,13.0,345.0,310.0,2.0,304.8
3,Vinny Testaverde,BAL,QB,33.0,16.0,16.0,325.0,549.0,4177.0,19.0,34.0,188.0,0.0,0.0,0.0,0.0,9.0,7.0,4177.0,33.0,549.0,188.0,2.0,34.0,0.0,0.0,277.88000000000005
4,Ricky Watters,PHI,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,353.0,1411.0,70.0,51.0,444.0,8.71,5.0,5.0,0.0,0.0,0.0,1411.0,13.0,353.0,444.0,0.0,304.5
5,Curtis Martin,NWE,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,316.0,1152.0,52.0,46.0,333.0,7.24,4.0,3.0,0.0,0.0,0.0,1152.0,14.0,316.0,333.0,3.0,290.5
6,Mark Brunell,JAX,QB,26.0,16.0,16.0,353.0,557.0,4367.0,20.0,80.0,396.0,0.0,0.0,0.0,0.0,14.0,3.0,4367.0,19.0,557.0,396.0,3.0,80.0,0.0,0.0,262.28
7,Emmitt Smith,DAL,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,327.0,1204.0,57.0,47.0,249.0,5.3,5.0,2.0,0.0,0.0,0.0,1204.0,12.0,327.0,249.0,3.0,278.3
8,Barry Sanders,DET,RB,28.0,16.0,16.0,0.0,1.0,0.0,1.0,307.0,1553.0,32.0,24.0,147.0,6.13,4.0,2.0,0.0,0.0,1.0,1553.0,11.0,307.0,147.0,0.0,254.0
9,Shannon Sharpe,DEN,TE,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,80.0,1062.0,13.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,10.0,244.2
