,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Priest Holmes,KAN,RB,29.0,14.0,14.0,0.0,1.0,0.0,0.0,313.0,1615.0,81.0,70.0,672.0,9.6,1.0,1.0,0.0,0.0,1.0,1615.0,21.0,313.0,672.0,3.0,440.7
1,Ricky Williams,MIA,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,383.0,1853.0,59.0,47.0,363.0,7.72,7.0,4.0,0.0,0.0,0.0,1853.0,16.0,383.0,363.0,1.0,362.6
2,LaDainian Tomlinson,SDG,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,372.0,1683.0,101.0,79.0,489.0,6.19,3.0,1.0,0.0,0.0,0.0,1683.0,14.0,372.0,489.0,1.0,384.20000000000005
3,Clinton Portis,DEN,RB,21.0,16.0,12.0,0.0,0.0,0.0,0.0,273.0,1508.0,49.0,33.0,364.0,11.03,5.0,3.0,0.0,0.0,0.0,1508.0,15.0,273.0,364.0,2.0,316.20000000000005
4,Shaun Alexander,SEA,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,295.0,1175.0,78.0,59.0,460.0,7.8,3.0,1.0,0.0,0.0,0.0,1175.0,16.0,295.0,460.0,2.0,328.5
5,Deuce McAllister,NOR,RB,24.0,15.0,15.0,0.0,0.0,0.0,0.0,325.0,1388.0,74.0,47.0,352.0,7.49,4.0,3.0,0.0,0.0,0.0,1388.0,13.0,325.0,352.0,3.0,311.0
6,Marvin Harrison,IND,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,205.0,143.0,1722.0,12.04,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1722.0,11.0,382.2
7,Charlie Garner,OAK,RB,30.0,16.0,15.0,0.0,0.0,0.0,0.0,182.0,962.0,111.0,91.0,941.0,10.34,0.0,0.0,0.0,0.0,0.0,962.0,7.0,182.0,941.0,4.0,347.3
8,Tiki Barber,NYG,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,304.0,1387.0,95.0,69.0,597.0,8.65,9.0,6.0,0.0,0.0,0.0,1387.0,11.0,304.0,597.0,0.0,321.4
9,Travis Henry,BUF,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,325.0,1438.0,59.0,43.0,309.0,7.19,11.0,9.0,0.0,0.0,0.0,1438.0,13.0,325.0,309.0,1.0,283.70000000000005
10,Hines Ward,PIT,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,12.0,142.0,160.0,112.0,1329.0,11.87,1.0,1.0,0.0,0.0,0.0,142.0,0.0,12.0,1329.0,12.0,329.09999999999997
11,Terrell Owens,SFO,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,7.0,79.0,159.0,100.0,1300.0,13.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,7.0,1300.0,13.0,321.9
12,Eddie George,TEN,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,343.0,1165.0,46.0,36.0,255.0,7.08,1.0,1.0,0.0,0.0,0.0,1165.0,12.0,343.0,255.0,2.0,260.0
13,Rich Gannon,OAK,QB,37.0,16.0,16.0,418.0,618.0,4689.0,10.0,50.0,156.0,0.0,0.0,0.0,0.0,9.0,3.0,4689.0,26.0,618.0,156.0,3.0,50.0,0.0,0.0,299.16
14,Fred Taylor,JAX,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,287.0,1314.0,57.0,49.0,408.0,8.33,3.0,2.0,0.0,0.0,0.0,1314.0,8.0,287.0,408.0,0.0,265.2
15,Ahman Green,GNB,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,286.0,1240.0,74.0,57.0,393.0,6.89,4.0,3.0,0.0,0.0,0.0,1240.0,7.0,286.0,393.0,2.0,268.3
16,Jamal Lewis,BAL,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,308.0,1327.0,60.0,47.0,442.0,9.4,8.0,7.0,0.0,0.0,0.0,1327.0,6.0,308.0,442.0,1.0,251.89999999999998
17,Eric Moulds,BUF,WR,29.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,7.0,180.0,100.0,1292.0,12.92,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1292.0,10.0,289.9
18,Marshall Faulk,STL,RB,29.0,14.0,10.0,0.0,0.0,0.0,0.0,212.0,953.0,102.0,80.0,537.0,6.71,4.0,3.0,0.0,0.0,0.0,953.0,8.0,212.0,537.0,2.0,283.0
19,Randy Moss,MIN,WR,25.0,16.0,16.0,1.0,3.0,13.0,0.0,6.0,51.0,185.0,106.0,1347.0,12.71,1.0,1.0,13.0,1.0,3.0,51.0,0.0,6.0,1347.0,7.0,290.32
20,Michael Vick,ATL,QB,22.0,15.0,15.0,231.0,421.0,2936.0,8.0,113.0,777.0,1.0,0.0,16.0,0.0,9.0,5.0,2936.0,16.0,421.0,777.0,8.0,113.0,16.0,0.0,282.74
21,Duce Staley,PHI,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,269.0,1029.0,69.0,51.0,541.0,10.61,3.0,0.0,0.0,0.0,0.0,1029.0,5.0,269.0,541.0,3.0,256.0
22,Todd Heap,BAL,TE,22.0,16.0,16.0,0.0,1.0,0.0,0.0,4.0,38.0,122.0,68.0,836.0,12.29,0.0,0.0,0.0,0.0,1.0,38.0,0.0,4.0,836.0,6.0,191.4
23,Amani Toomer,NYG,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,134.0,82.0,1343.0,16.38,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1343.0,8.0,264.5
24,Daunte Culpepper,MIN,QB,25.0,16.0,16.0,333.0,549.0,3853.0,23.0,106.0,609.0,0.0,0.0,0.0,0.0,23.0,9.0,3853.0,18.0,549.0,609.0,10.0,106.0,0.0,0.0,283.02
25,Corey Dillon,CIN,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,314.0,1311.0,61.0,43.0,298.0,6.93,5.0,2.0,0.0,0.0,0.0,1311.0,7.0,314.0,298.0,0.0,241.89999999999998
26,Michael Bennett,MIN,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,255.0,1296.0,41.0,37.0,351.0,9.49,4.0,3.0,0.0,0.0,0.0,1296.0,5.0,255.0,351.0,1.0,231.7
27,Tony Gonzalez,KAN,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,63.0,773.0,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,7.0,182.3
28,Peerless Price,BUF,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,-13.0,148.0,94.0,1252.0,13.32,2.0,1.0,0.0,0.0,0.0,-13.0,0.0,3.0,1252.0,9.0,269.9
29,Marcel Shipp,ARI,WR,24.0,15.0,6.0,0.0,0.0,0.0,0.0,188.0,834.0,49.0,38.0,413.0,10.87,4.0,4.0,0.0,0.0,0.0,834.0,6.0,188.0,413.0,3.0,208.7
30,Plaxico Burress,PIT,WR,25.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,78.0,1325.0,16.99,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,7.0,250.5
31,Joe Horn,NOR,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,149.0,88.0,1312.0,14.91,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1312.0,7.0,261.4
32,Curtis Martin,NYJ,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,261.0,1094.0,56.0,49.0,362.0,7.39,0.0,0.0,0.0,0.0,0.0,1094.0,7.0,261.0,362.0,0.0,236.60000000000002
33,Donald Driver,GNB,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,70.0,113.0,70.0,1064.0,15.2,1.0,1.0,0.0,0.0,0.0,70.0,0.0,8.0,1064.0,9.0,235.4
34,Peyton Manning,IND,QB,26.0,16.0,16.0,392.0,591.0,4200.0,19.0,38.0,148.0,0.0,0.0,0.0,0.0,6.0,2.0,4200.0,27.0,591.0,148.0,2.0,38.0,0.0,0.0,260.8
35,Jerry Rice,OAK,WR,40.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,20.0,150.0,92.0,1211.0,13.16,1.0,1.0,0.0,0.0,0.0,20.0,0.0,3.0,1211.0,7.0,255.10000000000002
36,Garrison Hearst,SFO,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,215.0,972.0,69.0,48.0,317.0,6.6,4.0,3.0,0.0,0.0,0.0,972.0,8.0,215.0,317.0,1.0,224.9
37,Laveranues Coles,NYJ,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,39.0,134.0,89.0,1264.0,14.2,1.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,1264.0,5.0,249.3
38,Warrick Dunn,ATL,RB,27.0,15.0,14.0,0.0,0.0,0.0,0.0,230.0,927.0,66.0,50.0,377.0,7.54,4.0,3.0,0.0,0.0,0.0,927.0,7.0,230.0,377.0,2.0,228.4
39,Marty Booker,CHI,WR,26.0,16.0,16.0,1.0,5.0,44.0,0.0,0.0,0.0,168.0,97.0,1189.0,12.26,0.0,0.0,44.0,1.0,5.0,0.0,0.0,0.0,1189.0,6.0,257.66
40,Jeff Garcia,SFO,QB,32.0,16.0,16.0,328.0,528.0,3344.0,10.0,73.0,353.0,0.0,0.0,0.0,0.0,2.0,2.0,3344.0,21.0,528.0,353.0,3.0,73.0,0.0,0.0,247.06
41,Koren Robinson,SEA,WR,22.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,56.0,141.0,78.0,1240.0,15.9,2.0,0.0,0.0,0.0,0.0,56.0,0.0,8.0,1240.0,5.0,237.6
42,Jeremy Shockey,NYG,TE,22.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,74.0,894.0,12.08,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,2.0,171.4
43,Trent Green,KAN,QB,32.0,16.0,16.0,287.0,470.0,3690.0,13.0,31.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,3690.0,26.0,470.0,225.0,1.0,31.0,0.0,0.0,254.1
44,Torry Holt,STL,WR,26.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,18.0,160.0,91.0,1302.0,14.31,1.0,1.0,0.0,0.0,0.0,18.0,0.0,2.0,1302.0,4.0,245.0
45,Aaron Brooks,NOR,QB,26.0,16.0,16.0,283.0,528.0,3572.0,15.0,62.0,253.0,0.0,0.0,0.0,0.0,11.0,5.0,3572.0,27.0,528.0,253.0,2.0,62.0,0.0,0.0,248.18
46,James Stewart,DET,RB,31.0,14.0,9.0,0.0,1.0,0.0,0.0,231.0,1021.0,70.0,46.0,333.0,7.24,0.0,0.0,0.0,0.0,1.0,1021.0,4.0,231.0,333.0,2.0,217.39999999999998
47,Antowain Smith,NWE,RB,30.0,16.0,15.0,0.0,0.0,0.0,0.0,252.0,982.0,42.0,31.0,243.0,7.84,2.0,1.0,0.0,0.0,0.0,982.0,6.0,252.0,243.0,2.0,199.5
48,Bubba Franks,GNB,TE,24.0,16.0,15.0,1.0,1.0,31.0,0.0,0.0,0.0,71.0,54.0,442.0,8.19,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,442.0,7.0,145.44
49,Drew Bledsoe,BUF,QB,30.0,16.0,16.0,375.0,610.0,4359.0,15.0,27.0,67.0,0.0,0.0,0.0,0.0,11.0,4.0,4359.0,24.0,610.0,67.0,2.0,27.0,0.0,0.0,251.06
50,Isaac Bruce,STL,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,18.0,130.0,79.0,1075.0,13.61,2.0,2.0,0.0,0.0,0.0,18.0,0.0,3.0,1075.0,7.0,226.3
51,Steve McNair,TEN,QB,29.0,16.0,16.0,301.0,492.0,3387.0,15.0,82.0,440.0,0.0,0.0,0.0,0.0,9.0,2.0,3387.0,22.0,492.0,440.0,3.0,82.0,0.0,0.0,251.48
52,Rod Gardner,WAS,WR,25.0,16.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,141.0,71.0,1006.0,14.17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1006.0,8.0,219.7
53,Jimmy Smith,JAX,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,137.0,80.0,1027.0,12.84,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1027.0,7.0,224.89999999999998
54,Chad Johnson,CIN,WR,24.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,69.0,1166.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,5.0,215.6
55,Tom Brady,NWE,QB,25.0,16.0,16.0,373.0,601.0,3764.0,14.0,42.0,110.0,0.0,0.0,0.0,0.0,11.0,5.0,3764.0,28.0,601.0,110.0,1.0,42.0,0.0,0.0,241.56
56,Shannon Sharpe,DEN,TE,34.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,61.0,686.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,3.0,147.6
57,Marcus Pollard,IND,TE,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,43.0,478.0,11.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,6.0,124.8
58,Keyshawn Johnson,TAM,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,76.0,1088.0,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,5.0,214.8
59,Billy Miller,HOU,TE,25.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,51.0,613.0,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,3.0,130.3
60,Quincy Morgan,CLE,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,7.0,97.0,56.0,964.0,17.21,2.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,964.0,7.0,191.1
61,Alge Crumpler,ATL,TE,25.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,455.0,12.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,5.0,111.5
62,Travis Taylor,BAL,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,11.0,105.0,118.0,61.0,869.0,14.25,0.0,0.0,0.0,0.0,0.0,105.0,0.0,11.0,869.0,6.0,194.4
63,Rod Smith,DEN,WR,32.0,16.0,16.0,0.0,1.0,0.0,0.0,6.0,9.0,147.0,89.0,1027.0,11.54,1.0,1.0,0.0,0.0,1.0,9.0,0.0,6.0,1027.0,5.0,220.6
64,Curtis Conway,SDG,WR,31.0,13.0,13.0,0.0,0.0,0.0,0.0,7.0,53.0,94.0,57.0,852.0,14.95,2.0,2.0,0.0,0.0,0.0,53.0,2.0,7.0,852.0,5.0,185.5
65,Randy McMichael,MIA,TE,23.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,8.0,68.0,39.0,485.0,12.44,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,485.0,4.0,110.3
66,Edgerrin James,IND,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,277.0,989.0,80.0,61.0,354.0,5.8,4.0,2.0,0.0,0.0,0.0,989.0,2.0,277.0,354.0,1.0,209.3
67,Derrick Mason,TEN,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,79.0,1012.0,12.81,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,5.0,208.2
68,Donovan McNabb,PHI,QB,26.0,10.0,10.0,211.0,361.0,2289.0,6.0,63.0,460.0,1.0,0.0,0.0,0.0,6.0,5.0,2289.0,17.0,361.0,460.0,6.0,63.0,0.0,0.0,219.56
69,Kyle Brady,JAX,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,43.0,461.0,10.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,4.0,113.1
70,Joey Galloway,DAL,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,31.0,120.0,61.0,908.0,14.89,2.0,1.0,0.0,0.0,0.0,31.0,0.0,4.0,908.0,6.0,188.9
71,Christian Fauria,NWE,TE,31.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,253.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,7.0,94.3
72,Jerry Porter,OAK,WR,24.0,16.0,14.0,0.0,0.0,0.0,0.0,4.0,6.0,70.0,51.0,688.0,13.49,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,688.0,9.0,174.4
73,James Thrash,PHI,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,18.0,126.0,107.0,52.0,635.0,12.21,1.0,1.0,0.0,0.0,0.0,126.0,2.0,18.0,635.0,6.0,174.1
74,Wayne Chrebet,NYJ,WR,29.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,51.0,691.0,13.55,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,691.0,9.0,170.1
75,Stephen Davis,WAS,RB,28.0,12.0,12.0,0.0,0.0,0.0,0.0,207.0,820.0,33.0,23.0,142.0,6.17,4.0,4.0,0.0,0.0,0.0,820.0,7.0,207.0,142.0,1.0,159.2
76,Tony Carter,GNB,0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Harold Morrow,MIN,0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Brett Favre,GNB,QB,33.0,16.0,16.0,341.0,551.0,3658.0,16.0,25.0,73.0,0.0,0.0,0.0,0.0,10.0,4.0,3658.0,27.0,551.0,73.0,0.0,25.0,0.0,0.0,221.62
79,Chad Pennington,NYJ,QB,26.0,15.0,12.0,275.0,399.0,3120.0,6.0,29.0,49.0,0.0,0.0,0.0,0.0,2.0,1.0,3120.0,22.0,399.0,49.0,2.0,29.0,0.0,0.0,215.70000000000002
80,Kerry Collins,NYG,QB,30.0,16.0,16.0,335.0,545.0,4073.0,14.0,44.0,-3.0,0.0,0.0,0.0,0.0,8.0,1.0,4073.0,19.0,545.0,-3.0,0.0,44.0,0.0,0.0,208.61999999999998
81,Brad Johnson,TAM,QB,34.0,13.0,13.0,281.0,451.0,3049.0,6.0,13.0,30.0,0.0,0.0,0.0,0.0,8.0,2.0,3049.0,22.0,451.0,30.0,0.0,13.0,0.0,0.0,196.95999999999998
82,Drew Brees,SDG,QB,23.0,16.0,16.0,320.0,526.0,3284.0,16.0,38.0,130.0,0.0,0.0,0.0,0.0,2.0,0.0,3284.0,17.0,526.0,130.0,1.0,38.0,0.0,0.0,186.36
83,Mark Brunell,JAX,QB,32.0,15.0,15.0,245.0,416.0,2788.0,7.0,43.0,207.0,0.0,0.0,0.0,0.0,5.0,1.0,2788.0,17.0,416.0,207.0,0.0,43.0,0.0,0.0,184.21999999999997
84,Matt Hasselbeck,SEA,QB,27.0,16.0,10.0,267.0,419.0,3075.0,10.0,40.0,202.0,0.0,0.0,0.0,0.0,5.0,4.0,3075.0,15.0,419.0,202.0,1.0,40.0,0.0,0.0,181.2
85,Jake Plummer,ARI,QB,28.0,16.0,16.0,284.0,530.0,2972.0,20.0,46.0,283.0,1.0,1.0,2.0,2.0,13.0,6.0,2972.0,18.0,530.0,283.0,2.0,46.0,2.0,0.0,180.38
86,Jon Kitna,CIN,QB,30.0,14.0,12.0,294.0,473.0,3178.0,16.0,24.0,57.0,0.0,0.0,0.0,0.0,10.0,6.0,3178.0,16.0,473.0,57.0,4.0,24.0,0.0,0.0,176.82
87,Brian Griese,DEN,QB,27.0,13.0,13.0,291.0,436.0,3214.0,15.0,37.0,107.0,0.0,0.0,0.0,0.0,2.0,0.0,3214.0,15.0,436.0,107.0,1.0,37.0,0.0,0.0,175.26
88,Tommy Maddox,PIT,QB,31.0,15.0,11.0,234.0,377.0,2836.0,16.0,19.0,43.0,2.0,0.0,0.0,0.0,8.0,3.0,2836.0,20.0,377.0,43.0,0.0,19.0,0.0,0.0,159.74
89,Tim Couch,CLE,QB,25.0,14.0,14.0,273.0,443.0,2842.0,18.0,23.0,77.0,0.0,0.0,0.0,0.0,6.0,2.0,2842.0,18.0,443.0,77.0,0.0,23.0,0.0,0.0,153.38
90,Jay Fiedler,MIA,QB,31.0,11.0,10.0,179.0,292.0,2024.0,9.0,28.0,99.0,0.0,0.0,0.0,0.0,3.0,1.0,2024.0,14.0,292.0,99.0,3.0,28.0,0.0,0.0,144.85999999999999
91,David Carr,HOU,QB,23.0,16.0,16.0,233.0,444.0,2592.0,15.0,59.0,282.0,0.0,0.0,0.0,0.0,21.0,7.0,2592.0,9.0,444.0,282.0,3.0,59.0,0.0,0.0,141.88
92,Emmitt Smith,DAL,RB,33.0,16.0,16.0,0.0,0.0,0.0,0.0,254.0,975.0,24.0,16.0,89.0,5.56,3.0,1.0,0.0,0.0,0.0,975.0,5.0,254.0,89.0,0.0,150.4
93,William Green,CLE,RB,23.0,16.0,10.0,0.0,0.0,0.0,0.0,243.0,887.0,27.0,16.0,113.0,7.06,4.0,2.0,0.0,0.0,0.0,887.0,6.0,243.0,113.0,0.0,148.0
94,Moe Williams,MIN,RB,28.0,16.0,0.0,0.0,0.0,0.0,0.0,84.0,414.0,43.0,27.0,251.0,9.3,1.0,0.0,0.0,0.0,0.0,414.0,11.0,84.0,251.0,0.0,159.5
95,Amos Zereoue,PIT,RB,26.0,16.0,5.0,0.0,0.0,0.0,0.0,193.0,762.0,53.0,42.0,341.0,8.12,2.0,2.0,0.0,0.0,0.0,762.0,4.0,193.0,341.0,0.0,172.3
96,Lamar Smith,CAR,RB,32.0,11.0,11.0,0.0,0.0,0.0,0.0,209.0,737.0,26.0,20.0,167.0,8.35,2.0,2.0,0.0,0.0,0.0,737.0,7.0,209.0,167.0,0.0,148.4
97,Rodney Peete,CAR,QB,36.0,14.0,14.0,223.0,381.0,2630.0,14.0,22.0,14.0,0.0,0.0,0.0,0.0,10.0,7.0,2630.0,15.0,381.0,14.0,0.0,22.0,0.0,0.0,124.6
98,Jerome Bettis,PIT,RB,30.0,13.0,11.0,0.0,0.0,0.0,0.0,187.0,666.0,9.0,7.0,57.0,8.14,1.0,1.0,0.0,0.0,0.0,666.0,9.0,187.0,57.0,0.0,131.3
99,Jeff Blake,BAL,QB,32.0,11.0,10.0,165.0,295.0,2084.0,11.0,39.0,106.0,0.0,0.0,0.0,0.0,8.0,5.0,2084.0,13.0,295.0,106.0,1.0,39.0,0.0,0.0,119.96000000000001
100,Michael Pittman,TAM,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,204.0,718.0,86.0,59.0,477.0,8.08,3.0,1.0,0.0,0.0,0.0,718.0,1.0,204.0,477.0,0.0,182.5
101,Marc Bulger,STL,QB,25.0,7.0,7.0,138.0,214.0,1826.0,6.0,12.0,-13.0,1.0,1.0,3.0,3.0,2.0,1.0,1826.0,14.0,214.0,-13.0,1.0,12.0,3.0,0.0,121.04000000000002
102,Dennis Northcutt,CLE,WR,25.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,104.0,50.0,38.0,601.0,15.82,2.0,1.0,0.0,0.0,0.0,104.0,1.0,8.0,601.0,5.0,142.5
103,Anthony Thomas,CHI,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,214.0,721.0,41.0,24.0,163.0,6.79,5.0,3.0,0.0,0.0,0.0,721.0,6.0,214.0,163.0,0.0,142.39999999999998
104,Brian Finneran,ATL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,56.0,838.0,14.96,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,6.0,173.8
105,Todd Pinkston,PHI,WR,25.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,-15.0,113.0,60.0,798.0,13.3,2.0,0.0,0.0,0.0,0.0,-15.0,0.0,1.0,798.0,7.0,180.3
106,Mike Alstott,TAM,RB,29.0,16.0,9.0,0.0,0.0,0.0,0.0,146.0,548.0,48.0,35.0,242.0,6.91,4.0,2.0,0.0,0.0,0.0,548.0,5.0,146.0,242.0,2.0,152.0
107,David Patten,NWE,WR,28.0,16.0,14.0,0.0,1.0,0.0,0.0,2.0,6.0,120.0,61.0,824.0,13.51,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,824.0,5.0,174.0
108,Steve Smith,CAR,WR,23.0,15.0,13.0,0.0,0.0,0.0,0.0,1.0,-4.0,98.0,54.0,872.0,16.15,5.0,1.0,0.0,0.0,0.0,-4.0,0.0,1.0,872.0,3.0,156.79999999999998
109,Antonio Bryant,DAL,WR,21.0,16.0,15.0,0.0,0.0,0.0,0.0,6.0,40.0,93.0,44.0,733.0,16.66,3.0,2.0,0.0,0.0,0.0,40.0,0.0,6.0,733.0,6.0,153.3
110,Jamel White,CLE,RB,25.0,14.0,6.0,0.0,0.0,0.0,0.0,106.0,470.0,86.0,63.0,452.0,7.17,0.0,0.0,0.0,0.0,0.0,470.0,3.0,106.0,452.0,0.0,173.2
111,Kevan Barlow,SFO,RB,23.0,14.0,0.0,0.0,0.0,0.0,0.0,145.0,675.0,21.0,14.0,136.0,9.71,2.0,1.0,0.0,0.0,0.0,675.0,4.0,145.0,136.0,1.0,123.1
112,Darrell Jackson,SEA,WR,24.0,13.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,112.0,62.0,877.0,14.15,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,877.0,4.0,170.0
113,Eddie Kennison,KAN,WR,29.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,58.0,92.0,53.0,906.0,17.09,0.0,0.0,0.0,0.0,0.0,58.0,0.0,7.0,906.0,2.0,161.4
114,Donte' Stallworth,NOR,WR,22.0,13.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,69.0,42.0,594.0,14.14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,594.0,8.0,149.6
115,Jim Miller,CHI,QB,31.0,10.0,8.0,180.0,314.0,1944.0,9.0,13.0,11.0,0.0,0.0,0.0,0.0,6.0,3.0,1944.0,13.0,314.0,11.0,0.0,13.0,0.0,0.0,106.85999999999999
