,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Arian Foster,HOU,RB,24.0,16.0,13.0,0.0,0.0,0.0,0.0,327.0,1616.0,84.0,66.0,604.0,9.15,3.0,2.0,0.0,0.0,0.0,1616.0,16.0,327.0,604.0,2.0,392.0
1,Peyton Hillis,CLE,RB,24.0,16.0,14.0,1.0,2.0,13.0,0.0,270.0,1177.0,77.0,61.0,477.0,7.82,8.0,5.0,13.0,0.0,2.0,1177.0,11.0,270.0,477.0,2.0,294.92
2,Adrian Peterson,MIN,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,283.0,1298.0,50.0,36.0,341.0,9.47,1.0,1.0,0.0,0.0,0.0,1298.0,12.0,283.0,341.0,1.0,275.9
3,Jamaal Charles,KAN,RB,24.0,16.0,6.0,0.0,0.0,0.0,0.0,230.0,1467.0,64.0,45.0,468.0,10.4,3.0,2.0,0.0,0.0,0.0,1467.0,5.0,230.0,468.0,3.0,282.5
4,Chris Johnson,TEN,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,316.0,1364.0,57.0,44.0,245.0,5.57,3.0,2.0,0.0,0.0,0.0,1364.0,11.0,316.0,245.0,1.0,272.9
5,Brandon Lloyd,DEN,WR,29.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,-18.0,153.0,77.0,1448.0,18.81,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,1.0,1448.0,11.0,286.0
6,Dwayne Bowe,KAN,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,133.0,72.0,1162.0,16.14,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1162.0,15.0,278.59999999999997
7,Darren McFadden,OAK,RB,23.0,13.0,13.0,0.0,1.0,0.0,0.0,223.0,1157.0,61.0,47.0,507.0,10.79,4.0,3.0,0.0,0.0,1.0,1157.0,7.0,223.0,507.0,3.0,267.4
8,Roddy White,ATL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,179.0,115.0,1389.0,12.08,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1389.0,10.0,312.2
9,Michael Vick,PHI,QB,30.0,12.0,12.0,233.0,372.0,3018.0,6.0,100.0,676.0,0.0,0.0,0.0,0.0,11.0,3.0,3018.0,21.0,372.0,676.0,9.0,100.0,0.0,0.0,308.32
