,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Shaun Alexander,SEA,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,353.0,1696.0,38.0,23.0,170.0,7.39,5.0,3.0,0.0,0.0,0.0,1696.0,16.0,353.0,170.0,4.0,323.6
1,Daunte Culpepper,MIN,QB,27.0,16.0,16.0,379.0,548.0,4717.0,11.0,88.0,406.0,0.0,0.0,0.0,0.0,9.0,5.0,4717.0,39.0,548.0,406.0,2.0,88.0,0.0,0.0,365.28000000000003
2,Tiki Barber,NYG,RB,29.0,16.0,14.0,0.0,0.0,0.0,0.0,322.0,1518.0,79.0,52.0,578.0,11.12,5.0,2.0,0.0,0.0,0.0,1518.0,13.0,322.0,578.0,2.0,347.6
3,LaDainian Tomlinson,SDG,RB,25.0,15.0,15.0,1.0,2.0,38.0,0.0,339.0,1335.0,66.0,53.0,441.0,8.32,6.0,2.0,38.0,0.0,2.0,1335.0,17.0,339.0,441.0,1.0,336.12
4,Peyton Manning,IND,QB,28.0,16.0,16.0,336.0,497.0,4557.0,10.0,25.0,38.0,0.0,0.0,0.0,0.0,5.0,1.0,4557.0,49.0,497.0,38.0,0.0,25.0,0.0,0.0,360.08
5,Curtis Martin,NYJ,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,371.0,1697.0,49.0,41.0,245.0,5.98,2.0,0.0,0.0,0.0,0.0,1697.0,12.0,371.0,245.0,2.0,319.2
6,Muhsin Muhammad,CAR,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,15.0,160.0,93.0,1405.0,15.11,3.0,1.0,0.0,0.0,0.0,15.0,0.0,3.0,1405.0,16.0,329.0
7,Antonio Gates,SDG,TE,24.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,81.0,964.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,13.0,255.4
8,Domanick Williams,HOU,RB,24.0,15.0,15.0,0.0,0.0,0.0,0.0,302.0,1188.0,84.0,68.0,588.0,8.65,4.0,3.0,0.0,0.0,0.0,1188.0,13.0,302.0,588.0,1.0,323.6
9,Edgerrin James,IND,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,334.0,1548.0,60.0,51.0,483.0,9.47,6.0,2.0,0.0,0.0,0.0,1548.0,9.0,334.0,483.0,0.0,304.1
10,Tony Gonzalez,KAN,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,5.0,148.0,102.0,1258.0,12.33,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1258.0,7.0,270.3
11,Corey Dillon,NWE,RB,30.0,15.0,14.0,0.0,0.0,0.0,0.0,345.0,1635.0,21.0,15.0,103.0,6.87,5.0,4.0,0.0,0.0,0.0,1635.0,12.0,345.0,103.0,1.0,258.8
