,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,O.J. Simpson,BUF,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,329.0,1817.0,28.0,426.0,15.21,7.0,0.0,0.0,0.0,0.0,1817.0,16.0,329.0,426.0,7.0,376.29999999999995
1,Chuck Foreman,MIN,RB,25.0,14.0,12.0,0.0,0.0,0.0,0.0,280.0,1070.0,73.0,691.0,9.47,12.0,0.0,0.0,0.0,0.0,1070.0,13.0,280.0,691.0,9.0,357.1
2,Lydell Mitchell,BAL,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,289.0,1193.0,60.0,544.0,9.07,5.0,0.0,0.0,0.0,0.0,1193.0,11.0,289.0,544.0,4.0,313.7
3,Ken Anderson,CIN,QB,26.0,13.0,13.0,228.0,377.0,3169.0,11.0,49.0,188.0,0.0,0.0,0.0,4.0,0.0,3169.0,21.0,377.0,188.0,2.0,49.0,0.0,0.0,211.56
4,Fran Tarkenton,MIN,QB,35.0,14.0,14.0,273.0,425.0,2994.0,13.0,16.0,108.0,0.0,0.0,0.0,1.0,0.0,2994.0,25.0,425.0,108.0,2.0,16.0,0.0,0.0,214.56
5,Franco Harris,PIT,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,262.0,1246.0,28.0,214.0,7.64,9.0,0.0,0.0,0.0,0.0,1246.0,10.0,262.0,214.0,1.0,222.0
6,Bert Jones,BAL,QB,24.0,14.0,14.0,203.0,344.0,2483.0,8.0,47.0,321.0,0.0,0.0,0.0,1.0,0.0,2483.0,18.0,344.0,321.0,3.0,47.0,0.0,0.0,203.42
7,Mel Gray,STL,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,6.0,48.0,926.0,19.29,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,926.0,11.0,205.2
8,Roger Staubach,DAL,QB,33.0,13.0,13.0,198.0,348.0,2666.0,16.0,55.0,316.0,0.0,0.0,0.0,5.0,0.0,2666.0,17.0,348.0,316.0,4.0,55.0,0.0,0.0,188.23999999999998
9,Ken Burrough,HOU,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1063.0,20.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,8.0,205.3
