,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Marshall Faulk,STL,RB,26.0,16.0,16.0,0.0,1.0,0.0,0.0,253.0,1381.0,103.0,87.0,1048.0,12.05,2.0,2.0,0.0,0.0,1.0,1381.0,7.0,253.0,1048.0,5.0,397.9
1,Edgerrin James,IND,RB,21.0,16.0,16.0,0.0,0.0,0.0,0.0,369.0,1553.0,82.0,62.0,586.0,9.45,8.0,4.0,0.0,0.0,0.0,1553.0,13.0,369.0,586.0,4.0,369.9
2,Kurt Warner,STL,QB,28.0,16.0,16.0,325.0,499.0,4353.0,13.0,23.0,92.0,0.0,0.0,0.0,0.0,9.0,5.0,4353.0,41.0,499.0,92.0,1.0,23.0,0.0,0.0,317.32
3,Stephen Davis,WAS,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,290.0,1405.0,28.0,23.0,111.0,4.83,4.0,1.0,0.0,0.0,0.0,1405.0,17.0,290.0,111.0,0.0,274.6
4,Eddie George,TEN,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,320.0,1304.0,65.0,47.0,458.0,9.74,5.0,4.0,0.0,0.0,0.0,1304.0,9.0,320.0,458.0,4.0,293.2
5,Steve Beuerlein,CAR,QB,34.0,16.0,16.0,343.0,571.0,4436.0,15.0,27.0,124.0,0.0,0.0,0.0,0.0,12.0,8.0,4436.0,36.0,571.0,124.0,2.0,27.0,0.0,0.0,299.84
6,Marvin Harrison,IND,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,184.0,115.0,1663.0,14.46,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1663.0,12.0,351.7
7,Wesley Walls,CAR,TE,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,63.0,822.0,13.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,12.0,215.2
8,Emmitt Smith,DAL,RB,30.0,15.0,15.0,0.0,0.0,0.0,0.0,329.0,1397.0,32.0,27.0,119.0,4.41,5.0,3.0,0.0,0.0,0.0,1397.0,11.0,329.0,119.0,2.0,250.60000000000002
9,Tony Gonzalez,KAN,TE,23.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,76.0,849.0,11.17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,11.0,224.9
10,Randy Moss,MIN,WR,22.0,16.0,16.0,1.0,1.0,27.0,0.0,4.0,43.0,137.0,80.0,1413.0,17.66,3.0,1.0,27.0,1.0,1.0,43.0,0.0,4.0,1413.0,11.0,294.68
11,Dorsey Levens,GNB,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,279.0,1034.0,81.0,71.0,573.0,8.07,5.0,5.0,0.0,0.0,0.0,1034.0,9.0,279.0,573.0,1.0,281.70000000000005
12,Charlie Garner,SFO,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,241.0,1229.0,76.0,56.0,535.0,9.55,4.0,2.0,0.0,0.0,0.0,1229.0,4.0,241.0,535.0,2.0,264.4
13,Cris Carter,MIN,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,90.0,1241.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,13.0,292.1
14,Jimmy Smith,JAX,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,116.0,1636.0,14.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,6.0,313.6
15,Marcus Robinson,CHI,WR,24.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,84.0,1400.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,9.0,278.0
16,Isaac Bruce,STL,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,32.0,120.0,77.0,1165.0,15.13,0.0,0.0,0.0,0.0,0.0,32.0,0.0,5.0,1165.0,12.0,268.7
17,Curtis Martin,NYJ,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,367.0,1464.0,49.0,45.0,259.0,5.76,2.0,0.0,0.0,0.0,0.0,1464.0,5.0,367.0,259.0,0.0,247.3
18,Ricky Watters,SEA,RB,30.0,16.0,16.0,0.0,0.0,0.0,0.0,325.0,1210.0,62.0,40.0,387.0,9.68,4.0,4.0,0.0,0.0,0.0,1210.0,5.0,325.0,387.0,2.0,233.7
19,Rich Gannon,OAK,QB,34.0,16.0,16.0,304.0,515.0,3840.0,14.0,46.0,298.0,1.0,1.0,-3.0,-3.0,8.0,4.0,3840.0,24.0,515.0,298.0,2.0,46.0,-3.0,0.0,256.1
20,Peyton Manning,IND,QB,23.0,16.0,16.0,331.0,533.0,4135.0,15.0,35.0,73.0,0.0,0.0,0.0,0.0,6.0,3.0,4135.0,26.0,533.0,73.0,2.0,35.0,0.0,0.0,252.7
21,Duce Staley,PHI,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,325.0,1273.0,66.0,41.0,294.0,7.17,5.0,4.0,0.0,0.0,0.0,1273.0,4.0,325.0,294.0,2.0,225.7
22,Patrick Jeffers,CAR,WR,26.0,15.0,10.0,0.0,0.0,0.0,0.0,2.0,16.0,101.0,63.0,1082.0,17.17,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,1082.0,12.0,244.79999999999998
23,Germane Crowell,DET,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,5.0,38.0,148.0,81.0,1338.0,16.52,1.0,1.0,0.0,0.0,0.0,38.0,0.0,5.0,1338.0,7.0,258.6
24,Michael Westbrook,WAS,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,35.0,114.0,65.0,1191.0,18.32,3.0,1.0,0.0,0.0,0.0,35.0,0.0,7.0,1191.0,9.0,239.6
25,Rickey Dudley,OAK,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,555.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,9.0,148.5
26,Corey Dillon,CIN,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,263.0,1200.0,49.0,31.0,290.0,9.35,3.0,2.0,0.0,0.0,0.0,1200.0,5.0,263.0,290.0,1.0,212.0
27,Brad Johnson,WAS,QB,31.0,16.0,16.0,316.0,519.0,4005.0,13.0,26.0,31.0,0.0,0.0,0.0,0.0,12.0,6.0,4005.0,24.0,519.0,31.0,2.0,26.0,0.0,0.0,233.29999999999998
28,Muhsin Muhammad,CAR,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,96.0,1253.0,13.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,8.0,267.3
29,James Stewart,JAX,RB,28.0,14.0,7.0,0.0,0.0,0.0,0.0,249.0,931.0,24.0,21.0,108.0,5.14,4.0,3.0,0.0,0.0,0.0,931.0,13.0,249.0,108.0,0.0,196.89999999999998
30,Tim Brown,OAK,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,145.0,90.0,1344.0,14.93,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1344.0,6.0,260.79999999999995
31,Tyrone Wheatley,OAK,RB,27.0,16.0,9.0,0.0,0.0,0.0,0.0,242.0,936.0,38.0,21.0,196.0,9.33,3.0,3.0,0.0,0.0,0.0,936.0,8.0,242.0,196.0,3.0,194.2
32,Olandis Gary,DEN,RB,24.0,12.0,12.0,0.0,0.0,0.0,0.0,276.0,1159.0,29.0,21.0,159.0,7.57,2.0,2.0,0.0,0.0,0.0,1159.0,7.0,276.0,159.0,0.0,190.8
33,Keyshawn Johnson,NYJ,WR,27.0,16.0,16.0,0.0,1.0,0.0,0.0,5.0,6.0,124.0,89.0,1170.0,13.15,0.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,1170.0,8.0,254.6
34,Mike Alstott,TAM,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,242.0,949.0,33.0,27.0,239.0,8.85,6.0,6.0,0.0,0.0,0.0,949.0,7.0,242.0,239.0,2.0,187.8
35,Rocket Ismail,DAL,WR,30.0,16.0,14.0,0.0,0.0,0.0,0.0,13.0,110.0,125.0,80.0,1097.0,13.71,1.0,1.0,0.0,0.0,0.0,110.0,1.0,13.0,1097.0,6.0,240.7
36,Jerome Bettis,PIT,RB,27.0,16.0,16.0,1.0,1.0,21.0,0.0,299.0,1091.0,28.0,21.0,110.0,5.24,2.0,1.0,21.0,1.0,1.0,1091.0,7.0,299.0,110.0,0.0,185.94
37,Albert Connell,WAS,WR,25.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0,8.0,121.0,62.0,1132.0,18.26,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1132.0,7.0,216.0
38,Amani Toomer,NYG,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,137.0,79.0,1183.0,14.97,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1183.0,6.0,233.70000000000002
39,Doug Flutie,BUF,QB,37.0,15.0,15.0,264.0,478.0,3171.0,16.0,88.0,476.0,0.0,0.0,0.0,0.0,6.0,4.0,3171.0,19.0,478.0,476.0,1.0,88.0,0.0,0.0,216.44
40,David Sloan,DET,TE,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,47.0,591.0,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,4.0,130.1
41,Brett Favre,GNB,QB,30.0,16.0,16.0,341.0,595.0,4091.0,23.0,28.0,142.0,0.0,0.0,0.0,0.0,9.0,4.0,4091.0,22.0,595.0,142.0,0.0,28.0,0.0,0.0,211.83999999999997
42,Terry Allen,NWE,RB,31.0,16.0,13.0,0.0,0.0,0.0,0.0,254.0,896.0,19.0,14.0,125.0,8.93,8.0,4.0,0.0,0.0,0.0,896.0,8.0,254.0,125.0,1.0,162.1
43,Qadry Ismail,BAL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,140.0,68.0,1105.0,16.25,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1105.0,6.0,214.9
44,Curtis Enis,CHI,RB,23.0,15.0,12.0,0.0,0.0,0.0,0.0,287.0,916.0,68.0,45.0,340.0,7.56,4.0,4.0,0.0,0.0,0.0,916.0,3.0,287.0,340.0,2.0,192.6
45,Freddie Jones,SDG,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,56.0,670.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,2.0,135.0
