,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Emmitt Smith,DAL,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,373.0,1713.0,74.0,59.0,335.0,5.68,4.0,0.0,0.0,0.0,0.0,1713.0,18.0,373.0,335.0,1.0,369.8
1,Thurman Thomas,BUF,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,312.0,1487.0,87.0,58.0,626.0,10.79,6.0,0.0,0.0,0.0,0.0,1487.0,9.0,312.0,626.0,3.0,329.29999999999995
2,Barry Foster,PIT,RB,24.0,16.0,15.0,0.0,1.0,0.0,0.0,390.0,1690.0,50.0,36.0,344.0,9.56,9.0,0.0,0.0,0.0,1.0,1690.0,11.0,390.0,344.0,0.0,287.4
3,Terry Allen,MIN,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,266.0,1201.0,70.0,49.0,478.0,9.76,9.0,0.0,0.0,0.0,0.0,1201.0,13.0,266.0,478.0,2.0,288.9
4,Steve Young,SFO,QB,31.0,16.0,16.0,268.0,402.0,3465.0,7.0,76.0,537.0,0.0,0.0,0.0,0.0,9.0,0.0,3465.0,25.0,402.0,537.0,4.0,76.0,0.0,0.0,284.3
5,Sterling Sharpe,GNB,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,8.0,162.0,108.0,1461.0,13.53,2.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,1461.0,13.0,328.90000000000003
6,Lorenzo White,HOU,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,265.0,1226.0,77.0,57.0,641.0,11.25,2.0,0.0,0.0,0.0,0.0,1226.0,7.0,265.0,641.0,1.0,287.7
7,Rodney Hampton,NYG,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,257.0,1141.0,38.0,28.0,215.0,7.68,1.0,0.0,0.0,0.0,0.0,1141.0,14.0,257.0,215.0,0.0,245.6
8,Barry Sanders,DET,RB,24.0,16.0,16.0,0.0,1.0,0.0,0.0,312.0,1352.0,40.0,29.0,225.0,7.76,6.0,0.0,0.0,0.0,1.0,1352.0,9.0,312.0,225.0,1.0,234.7
9,Jerry Rice,SFO,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,58.0,139.0,84.0,1201.0,14.3,2.0,0.0,0.0,0.0,0.0,58.0,1.0,9.0,1201.0,10.0,271.90000000000003
10,Ricky Watters,SFO,RB,23.0,14.0,13.0,0.0,1.0,0.0,0.0,206.0,1013.0,52.0,43.0,405.0,9.42,2.0,0.0,0.0,0.0,1.0,1013.0,9.0,206.0,405.0,2.0,246.8
11,Cleveland Gary,RAM,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,279.0,1125.0,55.0,52.0,293.0,5.63,9.0,0.0,0.0,0.0,0.0,1125.0,7.0,279.0,293.0,3.0,235.8
12,Michael Irvin,DAL,WR,26.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,-9.0,122.0,78.0,1396.0,17.9,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,1.0,1396.0,7.0,256.70000000000005
13,Andre Rison,ATL,WR,25.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,93.0,1119.0,12.03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,11.0,266.9
