,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Otis Armstrong,DEN,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,263.0,1407.0,38.0,405.0,10.66,6.0,0.0,0.0,0.0,0.0,1407.0,9.0,263.0,405.0,3.0,279.2
1,Cliff Branch,OAK,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1092.0,18.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,13.0,245.2
2,Chuck Foreman,MIN,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,199.0,777.0,53.0,586.0,11.06,6.0,0.0,0.0,0.0,0.0,777.0,9.0,199.0,586.0,6.0,267.3
3,Don Woods,SDG,RB,23.0,12.0,9.0,1.0,3.0,28.0,1.0,227.0,1162.0,26.0,349.0,13.42,4.0,0.0,28.0,1.0,3.0,1162.0,7.0,227.0,349.0,3.0,232.22
4,Mack Herron,NWE,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,231.0,824.0,38.0,474.0,12.47,12.0,0.0,0.0,0.0,0.0,824.0,7.0,231.0,474.0,5.0,215.8
5,Ken Anderson,CIN,QB,25.0,13.0,13.0,213.0,328.0,2667.0,10.0,43.0,314.0,0.0,0.0,0.0,3.0,0.0,2667.0,18.0,328.0,314.0,2.0,43.0,0.0,0.0,196.08
6,Lawrence McCutcheon,RAM,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,236.0,1109.0,39.0,408.0,10.46,7.0,0.0,0.0,0.0,0.0,1109.0,3.0,236.0,408.0,2.0,206.7
7,Tom Sullivan,PHI,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,244.0,760.0,39.0,312.0,8.0,6.0,0.0,0.0,0.0,0.0,760.0,11.0,244.0,312.0,1.0,206.2
8,Ken Stabler,OAK,QB,29.0,14.0,13.0,178.0,310.0,2469.0,12.0,12.0,-2.0,0.0,0.0,0.0,3.0,0.0,2469.0,26.0,310.0,-2.0,1.0,12.0,0.0,0.0,178.56
9,Lydell Mitchell,BAL,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,214.0,757.0,72.0,544.0,7.56,6.0,0.0,0.0,0.0,0.0,757.0,5.0,214.0,544.0,2.0,232.10000000000002
10,Isaac Curtis,CIN,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,8.0,62.0,30.0,633.0,21.1,1.0,0.0,0.0,0.0,0.0,62.0,0.0,8.0,633.0,10.0,157.5
11,Sam Cunningham,NWE,RB,24.0,10.0,10.0,0.0,0.0,0.0,0.0,166.0,811.0,22.0,214.0,9.73,2.0,0.0,0.0,0.0,0.0,811.0,9.0,166.0,214.0,2.0,186.5
