,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Billy Sims,DET,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,313.0,1303.0,51.0,621.0,12.18,12.0,0.0,0.0,0.0,0.0,1303.0,13.0,313.0,621.0,3.0,315.4
1,Earl Campbell,HOU,RB,25.0,15.0,15.0,1.0,2.0,57.0,0.0,373.0,1934.0,11.0,47.0,4.27,4.0,0.0,57.0,1.0,2.0,1934.0,13.0,373.0,47.0,0.0,285.38
2,John Jefferson,SDG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,16.0,82.0,1340.0,16.34,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1340.0,13.0,295.6
3,Kellen Winslow,SDG,TE,23.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1290.0,14.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,9.0,268.0
4,Joe Cribbs,BUF,RB,22.0,16.0,16.0,1.0,1.0,13.0,0.0,306.0,1185.0,52.0,415.0,7.98,16.0,0.0,13.0,0.0,1.0,1185.0,11.0,306.0,415.0,1.0,252.51999999999998
5,Walter Payton,CHI,RB,26.0,16.0,16.0,0.0,3.0,0.0,0.0,317.0,1460.0,46.0,367.0,7.98,5.0,0.0,0.0,0.0,3.0,1460.0,6.0,317.0,367.0,1.0,260.7
6,Ottis Anderson,STL,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,301.0,1352.0,36.0,308.0,8.56,5.0,0.0,0.0,0.0,0.0,1352.0,9.0,301.0,308.0,0.0,246.0
7,Ted Brown,MIN,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,219.0,912.0,62.0,623.0,10.05,6.0,0.0,0.0,0.0,0.0,912.0,8.0,219.0,623.0,2.0,263.5
8,Tony Dorsett,DAL,RB,26.0,15.0,15.0,0.0,1.0,0.0,0.0,278.0,1185.0,34.0,263.0,7.74,8.0,0.0,0.0,0.0,1.0,1185.0,11.0,278.0,263.0,0.0,228.8
9,Dan Fouts,SDG,QB,29.0,16.0,16.0,348.0,589.0,4715.0,24.0,23.0,15.0,0.0,0.0,0.0,11.0,0.0,4715.0,30.0,589.0,15.0,2.0,23.0,0.0,0.0,252.10000000000002
10,William Andrews,ATL,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,265.0,1308.0,51.0,456.0,8.94,6.0,0.0,0.0,0.0,0.0,1308.0,4.0,265.0,456.0,1.0,245.39999999999998
11,Brian Sipe,CLE,QB,31.0,16.0,16.0,337.0,554.0,4132.0,14.0,20.0,55.0,0.0,0.0,0.0,3.0,0.0,4132.0,30.0,554.0,55.0,1.0,20.0,0.0,0.0,262.78
12,Mike Pruitt,CLE,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,249.0,1034.0,63.0,471.0,7.48,9.0,0.0,0.0,0.0,0.0,1034.0,6.0,249.0,471.0,0.0,231.5
13,Tony Hill,DAL,WR,24.0,16.0,13.0,0.0,0.0,0.0,0.0,4.0,27.0,60.0,1055.0,17.58,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4.0,1055.0,8.0,216.2
14,Earl Cooper,SFO,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,171.0,720.0,83.0,567.0,6.83,8.0,0.0,0.0,0.0,0.0,720.0,5.0,171.0,567.0,4.0,249.7
15,Steve Bartkowski,ATL,QB,28.0,16.0,16.0,257.0,463.0,3544.0,16.0,25.0,35.0,0.0,0.0,0.0,6.0,0.0,3544.0,31.0,463.0,35.0,2.0,25.0,0.0,0.0,237.26
16,Wilbert Montgomery,PHI,RB,26.0,12.0,12.0,0.0,1.0,0.0,0.0,193.0,778.0,50.0,407.0,8.14,3.0,0.0,0.0,0.0,1.0,778.0,8.0,193.0,407.0,2.0,222.5
17,Curtis Dickey,BAL,RB,24.0,15.0,5.0,0.0,0.0,0.0,0.0,176.0,800.0,25.0,204.0,8.16,3.0,0.0,0.0,0.0,0.0,800.0,11.0,176.0,204.0,2.0,197.4
18,Doug Williams,TAM,QB,25.0,16.0,16.0,254.0,521.0,3396.0,16.0,58.0,370.0,0.0,0.0,0.0,7.0,0.0,3396.0,20.0,521.0,370.0,4.0,58.0,0.0,0.0,230.84
19,Ron Jaworski,PHI,QB,29.0,16.0,16.0,257.0,451.0,3529.0,12.0,27.0,95.0,0.0,0.0,0.0,6.0,0.0,3529.0,27.0,451.0,95.0,1.0,27.0,0.0,0.0,228.66
20,Dwight Clark,SFO,WR,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,991.0,12.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,8.0,225.1
